,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
pote,1.0,1.0,1.0,1.0,1,1
twitter,1.0,0.3333333333333333,1.0,1.0,1,0
mor,0.5,1.0,0.5,1.0,1,1
pai,0.5,1.0,0.5,1.0,1,1
myspace,1.0,1.0,1.0,1.0,1,1
anda,1.0,1.0,1.0,1.0,1,1
naya,0.5,1.0,0.5,1.0,1,1
malik,0.5,1.0,0.5,1.0,1,1
ginuwine,1.0,1.0,1.0,1.0,1,1
macho,1.0,0.5,1.0,1.0,1,0
gars,0.5,0.14285714285714285,0.5,1.0,1,0
vois,0.5,1.0,0.5,1.0,1,1
multiply,1.0,0.2,1.0,1.0,1,0
mercado,1.0,1.0,1.0,1.0,1,1
preqnant,1.0,1.0,1.0,1.0,1,1
ain,1.0,0.5,1.0,1.0,1,0
isabella,1.0,0.2,1.0,1.0,1,0
ile,1.0,1.0,1.0,1.0,1,1
blond,1.0,0.3333333333333333,1.0,1.0,1,0
imam,1.0,0.5,1.0,1.0,1,0
tres,1.0,1.0,1.0,1.0,1,1
lauren,1.0,1.0,1.0,1.0,1,1
nosso,1.0,1.0,1.0,1.0,1,1
lux,1.0,0.5,1.0,1.0,1,0
kenga,1.0,1.0,1.0,1.0,1,1
widget,1.0,0.043478260869565216,1.0,1.0,1,0
anderson,1.0,0.1,1.0,1.0,1,0
htc,1.0,1.0,1.0,1.0,1,1
imagem,1.0,1.0,1.0,1.0,1,1
ramadan,1.0,0.5,1.0,1.0,1,0
mr.krabs,1.0,1.0,1.0,1.0,1,1
rabbit,1.0,0.2,1.0,1.0,1,0
regard,1.0,0.06666666666666667,1.0,1.0,1,0
foodporn,1.0,1.0,1.0,1.0,1,1
bone,1.0,0.06666666666666667,1.0,1.0,1,0
picture,1.0,0.02631578947368421,1.0,1.0,1,0
vu,1.0,1.0,1.0,1.0,1,1
do,0.5,0.03333333333333333,0.5,1.0,1,0
why,0.5,0.5,0.5,1.0,1,0
brazil,1.0,0.2,1.0,1.0,1,0
gio,1.0,1.0,1.0,1.0,1,1
tido,1.0,1.0,1.0,1.0,1,1
l'ai,1.0,1.0,1.0,1.0,1,1
sofa,1.0,0.3333333333333333,1.0,1.0,1,0
chuchu,1.0,1.0,1.0,1.0,1,1
grumpy,1.0,0.125,1.0,1.0,1,0
latonya,1.0,1.0,1.0,1.0,1,1
steelo,1.0,1.0,1.0,1.0,1,1
chesse,1.0,1.0,1.0,1.0,1,1
gonzales,1.0,1.0,1.0,1.0,1,1
higgh,1.0,1.0,1.0,1.0,1,1
charging,0.5,0.034482758620689655,0.5,1.0,1,0
monitor,0.5,0.1111111111111111,0.5,1.0,1,0
haut,1.0,1.0,1.0,1.0,1,1
awk,1.0,1.0,1.0,1.0,1,1
santana,1.0,1.0,1.0,1.0,1,1
agak,1.0,1.0,1.0,1.0,1,1
orange,1.0,0.16666666666666666,1.0,1.0,1,0
alisa,1.0,1.0,1.0,1.0,1,1
jumbo,1.0,0.25,1.0,1.0,1,0
exposed,1.0,0.045454545454545456,1.0,1.0,1,0
kikn,1.0,1.0,1.0,1.0,1,1
fallow,1.0,1.0,1.0,1.0,1,1
emi,1.0,1.0,1.0,1.0,1,1
songs,0.5,0.09090909090909091,0.5,1.0,1,0
diary,0.5,0.5,0.5,1.0,1,0
forwarded,1.0,0.3333333333333333,1.0,1.0,1,0
butters,1.0,0.5,1.0,1.0,1,0
tiene,1.0,1.0,1.0,1.0,1,1
ambushed,1.0,0.1111111111111111,1.0,1.0,1,0
np,1.0,0.14285714285714285,1.0,1.0,1,0
jimmy,1.0,0.16666666666666666,1.0,1.0,1,0
narco,1.0,1.0,1.0,1.0,1,1
karena,1.0,1.0,1.0,1.0,1,1
appearing,1.0,0.125,1.0,1.0,1,0
hydrocodone,1.0,1.0,1.0,1.0,1,1
toll,1.0,0.25,1.0,1.0,1,0
telemarketing,1.0,0.3333333333333333,1.0,1.0,1,0
mnths,1.0,1.0,1.0,1.0,1,1
compilation,1.0,0.3333333333333333,1.0,1.0,1,0
revenue,0.5,0.16666666666666666,0.5,1.0,1,0
prices,0.5,0.1,0.5,1.0,1,0
energia,1.0,1.0,1.0,1.0,1,1
tinggalkan,1.0,1.0,1.0,1.0,1,1
hub,1.0,1.0,1.0,1.0,1,1
micro,1.0,1.0,1.0,1.0,1,1
terio,1.0,1.0,1.0,1.0,1,1
falta,0.5,1.0,0.5,1.0,1,1
espero,0.5,1.0,0.5,1.0,1,1
qets,1.0,1.0,1.0,1.0,1,1
chipotle,0.5,1.0,0.5,1.0,1,1
mcdonald,0.5,1.0,0.5,1.0,1,1
freshly,1.0,0.125,1.0,1.0,1,0
id,0.5,0.2,0.5,1.0,1,0
add,0.5,0.038461538461538464,0.5,1.0,1,0
annie,1.0,1.0,1.0,1.0,1,1
janay,1.0,1.0,1.0,1.0,1,1
kinder,0.5,0.25,0.5,1.0,1,0
gar,0.5,0.16666666666666666,0.5,1.0,1,0
became,1.0,0.16666666666666666,1.0,1.0,1,0
jabar,0.5,1.0,0.5,1.0,1,1
harmoni,0.5,1.0,0.5,1.0,1,1
iiwas,1.0,1.0,1.0,1.0,1,1
gol,1.0,1.0,1.0,1.0,1,1
semaine,1.0,1.0,1.0,1.0,1,1
plz,1.0,1.0,1.0,1.0,1,1
promoter,1.0,0.2,1.0,1.0,1,0
ives,1.0,0.2,1.0,1.0,1,0
allysha,0.5,1.0,0.5,1.0,1,1
harvy,0.5,1.0,0.5,1.0,1,1
pour,1.0,0.1,1.0,1.0,1,0
natureza,1.0,1.0,1.0,1.0,1,1
camper,1.0,0.3333333333333333,1.0,1.0,1,0
rats,1.0,0.03225806451612903,1.0,1.0,1,0
twitt,1.0,1.0,1.0,1.0,1,1
hess,1.0,0.1111111111111111,1.0,1.0,1,0
huuungry,1.0,1.0,1.0,1.0,1,1
sobra,1.0,1.0,1.0,1.0,1,1
steamed,0.5,0.07142857142857142,0.5,1.0,1,0
baked,0.5,0.14285714285714285,0.5,1.0,1,0
freash,1.0,1.0,1.0,1.0,1,1
duff,0.5,0.5,0.5,1.0,1,0
kingsley,0.5,1.0,0.5,1.0,1,1
