,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
saltiness,1.0,0.25,1.0,1.0,1,0
amiga,1.0,1.0,1.0,1.0,1,1
maravilhoso,1.0,1.0,1.0,1.0,1,1
poser,1.0,0.16666666666666666,1.0,1.0,1,0
khalid,1.0,1.0,1.0,1.0,1,1
novio,1.0,1.0,1.0,1.0,1,1
sincero,1.0,1.0,1.0,1.0,1,1
bando,1.0,1.0,1.0,1.0,1,1
laughters,1.0,0.3333333333333333,1.0,1.0,1,0
fiona,1.0,1.0,1.0,1.0,1,1
amada,1.0,1.0,1.0,1.0,1,1
abused,1.0,0.06666666666666667,1.0,1.0,1,0
andando,1.0,1.0,1.0,1.0,1,1
bus,1.0,0.07142857142857142,1.0,1.0,1,0
thay,1.0,1.0,1.0,1.0,1,1
mcbites,1.0,1.0,1.0,1.0,1,1
winked,1.0,0.1111111111111111,1.0,1.0,1,0
fui,1.0,1.0,1.0,1.0,1,1
stills,1.0,0.05263157894736842,1.0,1.0,1,0
matured,1.0,0.1,1.0,1.0,1,0
stephan,1.0,1.0,1.0,1.0,1,1
pqe,0.5,1.0,0.5,1.0,1,1
agr,0.5,1.0,0.5,1.0,1,1
demi,1.0,1.0,1.0,1.0,1,1
app,0.5,1.0,0.5,1.0,1,1
mp,0.5,0.25,0.5,1.0,1,0
erked,1.0,1.0,1.0,1.0,1,1
interesse,1.0,1.0,1.0,1.0,1,1
ian,1.0,1.0,1.0,1.0,1,1
acaba,1.0,1.0,1.0,1.0,1,1
stuk,1.0,1.0,1.0,1.0,1,1
bleu,1.0,0.5,1.0,1.0,1,0
store,1.0,0.05555555555555555,1.0,1.0,1,0
obito,1.0,1.0,1.0,1.0,1,1
commas,1.0,0.25,1.0,1.0,1,0
prophet,1.0,0.2,1.0,1.0,1,0
kosmo,1.0,1.0,1.0,1.0,1,1
noreaga,1.0,1.0,1.0,1.0,1,1
tga,1.0,1.0,1.0,1.0,1,1
denim,1.0,0.25,1.0,1.0,1,0
td,1.0,1.0,1.0,1.0,1,1
macs,1.0,0.2,1.0,1.0,1,0
arroz,1.0,1.0,1.0,1.0,1,1
vids,1.0,1.0,1.0,1.0,1,1
fritters,1.0,0.125,1.0,1.0,1,0
headers,0.3333333333333333,0.14285714285714285,0.3333333333333333,1.0,1,0
infos,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1,0
packages,0.3333333333333333,0.09090909090909091,0.3333333333333333,1.0,1,0
spends,1.0,0.2,1.0,1.0,1,0
asab,1.0,1.0,1.0,1.0,1,1
hotrod,1.0,1.0,1.0,1.0,1,1
instgram,1.0,1.0,1.0,1.0,1,1
acabar,1.0,1.0,1.0,1.0,1,1
haired,1.0,0.3333333333333333,1.0,1.0,1,0
some,1.0,0.1111111111111111,1.0,1.0,1,0
jer,1.0,1.0,1.0,1.0,1,1
rumor,1.0,0.25,1.0,1.0,1,0
neer,1.0,0.5,1.0,1.0,1,0
aaf,1.0,1.0,1.0,1.0,1,1
ferdinand,1.0,0.16666666666666666,1.0,1.0,1,0
