,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
meu,1.0,1.0,1.0,1.0,1,1
rs,1.0,0.14285714285714285,1.0,1.0,1,0
megan,1.0,1.0,1.0,1.0,1,1
aqi,1.0,1.0,1.0,1.0,1,1
replys,1.0,0.2,1.0,1.0,1,0
tyrese,1.0,1.0,1.0,1.0,1,1
menggunakan,1.0,1.0,1.0,1.0,1,1
pera,1.0,1.0,1.0,1.0,1,1
familia,1.0,1.0,1.0,1.0,1,1
albino,1.0,1.0,1.0,1.0,1,1
devia,1.0,1.0,1.0,1.0,1,1
birdy,0.5,1.0,0.5,1.0,1,1
simone,0.5,1.0,0.5,1.0,1,1
ariana,1.0,0.5,1.0,1.0,1,0
omg,1.0,1.0,1.0,1.0,1,1
textd,1.0,1.0,1.0,1.0,1,1
larry,1.0,1.0,1.0,1.0,1,1
gomez,1.0,1.0,1.0,1.0,1,1
glossy,1.0,0.1,1.0,1.0,1,0
qu'il,1.0,1.0,1.0,1.0,1,1
rafael,1.0,1.0,1.0,1.0,1,1
slutted,1.0,1.0,1.0,1.0,1,1
mai,1.0,1.0,1.0,1.0,1,1
beige,1.0,0.5,1.0,1.0,1,0
speedier,1.0,0.25,1.0,1.0,1,0
amber,1.0,0.25,1.0,1.0,1,0
jeans,1.0,0.2,1.0,1.0,1,0
homr,1.0,1.0,1.0,1.0,1,1
pokemon,0.5,1.0,0.5,1.0,1,1
notebook,0.5,0.5,0.5,1.0,1,0
cialis,1.0,0.3333333333333333,1.0,1.0,1,0
droid,1.0,1.0,1.0,1.0,1,1
orangee,0.5,1.0,0.5,1.0,1,1
nakedd,0.5,1.0,0.5,1.0,1,1
real,1.0,0.07692307692307693,1.0,1.0,1,0
usb,1.0,1.0,1.0,1.0,1,1
fflw,1.0,1.0,1.0,1.0,1,1
suspense,1.0,1.0,1.0,1.0,1,1
moor,1.0,0.16666666666666666,1.0,1.0,1,0
pawpaw,1.0,0.1111111111111111,1.0,1.0,1,0
diabetes,1.0,1.0,1.0,1.0,1,1
dilate,1.0,0.1,1.0,1.0,1,0
pornos,1.0,0.16666666666666666,1.0,1.0,1,0
torrent,1.0,0.1,1.0,1.0,1,0
overload,1.0,0.2,1.0,1.0,1,0
annette,1.0,1.0,1.0,1.0,1,1
cole,1.0,0.16666666666666666,1.0,1.0,1,0
qq,1.0,1.0,1.0,1.0,1,1
outed,1.0,0.25,1.0,1.0,1,0
niece,1.0,1.0,1.0,1.0,1,1
oldd,1.0,1.0,1.0,1.0,1,1
peur,1.0,1.0,1.0,1.0,1,1
or,1.0,0.125,1.0,1.0,1,0
netflix,1.0,1.0,1.0,1.0,1,1
dopee,1.0,1.0,1.0,1.0,1,1
dumped,1.0,0.1111111111111111,1.0,1.0,1,0
moore,1.0,0.08333333333333333,1.0,1.0,1,0
cheetohs,1.0,1.0,1.0,1.0,1,1
stepdads,1.0,1.0,1.0,1.0,1,1
aggervating,1.0,1.0,1.0,1.0,1,1
coom,1.0,1.0,1.0,1.0,1,1
beanies,1.0,0.3333333333333333,1.0,1.0,1,0
textline,1.0,1.0,1.0,1.0,1,1
anus,1.0,1.0,1.0,1.0,1,1
send,1.0,0.05263157894736842,1.0,1.0,1,0
bed,1.0,0.02702702702702703,1.0,1.0,1,0
channel,1.0,0.045454545454545456,1.0,1.0,1,0
polusi,1.0,1.0,1.0,1.0,1,1
borinn,1.0,1.0,1.0,1.0,1,1
commented,1.0,0.14285714285714285,1.0,1.0,1,0
unjustly,1.0,1.0,1.0,1.0,1,1
alto,0.5,0.3333333333333333,0.5,1.0,1,0
bue,0.5,1.0,0.5,1.0,1,1
bantal,1.0,1.0,1.0,1.0,1,1
nosey,1.0,0.25,1.0,1.0,1,0
techo,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
saca,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
lleva,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
norwood,0.5,1.0,0.5,1.0,1,1
chung,0.5,1.0,0.5,1.0,1,1
mcd,1.0,1.0,1.0,1.0,1,1
oranges,1.0,0.16666666666666666,1.0,1.0,1,0
wallis,1.0,1.0,1.0,1.0,1,1
txtn,1.0,1.0,1.0,1.0,1,1
quis,1.0,1.0,1.0,1.0,1,1
tvs,1.0,0.07692307692307693,1.0,1.0,1,0
made,1.0,0.014705882352941176,1.0,1.0,1,0
sherlock,1.0,0.14285714285714285,1.0,1.0,1,0
feh,0.5,1.0,0.5,1.0,1,1
gu,0.5,0.25,0.5,1.0,1,0
carin,1.0,1.0,1.0,1.0,1,1
grimey,1.0,1.0,1.0,1.0,1,1
icetea,1.0,1.0,1.0,1.0,1,1
peos,1.0,1.0,1.0,1.0,1,1
stalley,0.5,1.0,0.5,1.0,1,1
dreamchasers,0.5,1.0,0.5,1.0,1,1
perkin,1.0,1.0,1.0,1.0,1,1
candi,0.5,1.0,0.5,1.0,1,1
bandar,0.5,1.0,0.5,1.0,1,1
cagado,1.0,1.0,1.0,1.0,1,1
cellular,1.0,1.0,1.0,1.0,1,1
norbit,1.0,1.0,1.0,1.0,1,1
daughter,1.0,0.5,1.0,1.0,1,0
her,1.0,1.0,1.0,1.0,1,1
------,1.0,1.0,1.0,1.0,1,1
trauma,1.0,0.2,1.0,1.0,1,0
sperm,1.0,0.25,1.0,1.0,1,0
stalkers,1.0,0.25,1.0,1.0,1,0
illegally,1.0,0.3333333333333333,1.0,1.0,1,0
headaches,1.0,0.14285714285714285,1.0,1.0,1,0
tane,1.0,1.0,1.0,1.0,1,1
domino,0.5,0.16666666666666666,0.5,1.0,1,0
buffet,0.5,0.125,0.5,1.0,1,0
waiting,0.5,0.1111111111111111,0.5,1.0,1,0
lonely,0.5,0.16666666666666666,0.5,1.0,1,0
chink,1.0,0.14285714285714285,1.0,1.0,1,0
gabbana,0.5,1.0,0.5,1.0,1,1
timberland,0.5,0.25,0.5,1.0,1,0
ptv,1.0,1.0,1.0,1.0,1,1
trapped,1.0,0.07692307692307693,1.0,1.0,1,0
hi,1.0,0.1111111111111111,1.0,1.0,1,0
vitamins,1.0,0.5,1.0,1.0,1,0
commericals,1.0,1.0,1.0,1.0,1,1
keyboards,1.0,0.5,1.0,1.0,1,0
steve,1.0,1.0,1.0,1.0,1,1
marihuana,1.0,0.2,1.0,1.0,1,0
humans,0.5,0.09090909090909091,0.5,1.0,1,0
giraffes,0.5,0.25,0.5,1.0,1,0
melted,1.0,0.058823529411764705,1.0,1.0,1,0
swagfags,1.0,1.0,1.0,1.0,1,1
boost,1.0,0.09090909090909091,1.0,1.0,1,0
bumblebee,1.0,0.5,1.0,1.0,1,0
born,0.5,0.02564102564102564,0.5,1.0,1,0
paradise,0.5,0.14285714285714285,0.5,1.0,1,0
olicity,1.0,1.0,1.0,1.0,1,1
tarifas,1.0,1.0,1.0,1.0,1,1
podolski,1.0,1.0,1.0,1.0,1,1
faculdade,1.0,1.0,1.0,1.0,1,1
throwbacks,1.0,0.2,1.0,1.0,1,0
gfs,1.0,1.0,1.0,1.0,1,1
taco,1.0,0.3333333333333333,1.0,1.0,1,0
