,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
menino,1.0,1.0,1.0,1.0,1,1
bjs,1.0,0.3333333333333333,1.0,1.0,1,0
stonewashed,1.0,0.3333333333333333,1.0,1.0,1,0
briefcases,1.0,0.5,1.0,1.0,1,0
hetero,1.0,1.0,1.0,1.0,1,1
fc,1.0,1.0,1.0,1.0,1,1
instagran,0.5,1.0,0.5,1.0,1,1
voxer,0.5,1.0,0.5,1.0,1,1
baru,1.0,1.0,1.0,1.0,1,1
tran,1.0,1.0,1.0,1.0,1,1
datin,1.0,1.0,1.0,1.0,1,1
dalam,1.0,1.0,1.0,1.0,1,1
bangles,1.0,0.1111111111111111,1.0,1.0,1,0
sentido,1.0,1.0,1.0,1.0,1,1
terror,1.0,0.125,1.0,1.0,1,0
cf,1.0,0.1,1.0,1.0,1,0
juste,1.0,1.0,1.0,1.0,1,1
winnie,1.0,1.0,1.0,1.0,1,1
nihhh,1.0,1.0,1.0,1.0,1,1
notbook,1.0,1.0,1.0,1.0,1,1
laggy,1.0,1.0,1.0,1.0,1,1
maand,1.0,1.0,1.0,1.0,1,1
thv,1.0,1.0,1.0,1.0,1,1
merece,1.0,1.0,1.0,1.0,1,1
uglyy,1.0,1.0,1.0,1.0,1,1
fazem,1.0,1.0,1.0,1.0,1,1
usar,1.0,1.0,1.0,1.0,1,1
credit,0.5,0.07692307692307693,0.5,1.0,1,0
banks,0.5,0.058823529411764705,0.5,1.0,1,0
boaa,1.0,1.0,1.0,1.0,1,1
twitcam,1.0,1.0,1.0,1.0,1,1
menunjukkan,1.0,1.0,1.0,1.0,1,1
twiter,1.0,1.0,1.0,1.0,1,1
triggas,1.0,1.0,1.0,1.0,1,1
munir,1.0,1.0,1.0,1.0,1,1
blazer,1.0,0.2,1.0,1.0,1,0
apps,1.0,1.0,1.0,1.0,1,1
rede,1.0,0.25,1.0,1.0,1,0
accidente,1.0,1.0,1.0,1.0,1,1
assassinated,1.0,0.5,1.0,1.0,1,0
loopy,1.0,0.043478260869565216,1.0,1.0,1,0
number,1.0,0.05,1.0,1.0,1,0
norman,1.0,0.2,1.0,1.0,1,0
