,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
internet,1.0,0.3333333333333333,1.0,1.0,1,0
hunqry,1.0,1.0,1.0,1.0,1,1
marido,1.0,1.0,1.0,1.0,1,1
ano,0.5,0.125,0.5,1.0,1,0
tenho,0.5,1.0,0.5,1.0,1,1
idr,1.0,1.0,1.0,1.0,1,1
briga,1.0,1.0,1.0,1.0,1,1
baba,1.0,1.0,1.0,1.0,1,1
amg,1.0,1.0,1.0,1.0,1,1
messenger,1.0,0.5,1.0,1.0,1,0
tua,1.0,1.0,1.0,1.0,1,1
xau,1.0,1.0,1.0,1.0,1,1
lima,1.0,0.3333333333333333,1.0,1.0,1,0
sinkin,1.0,1.0,1.0,1.0,1,1
youtube,1.0,1.0,1.0,1.0,1,1
acordei,1.0,1.0,1.0,1.0,1,1
plus,1.0,0.2,1.0,1.0,1,0
phones,1.0,0.08333333333333333,1.0,1.0,1,0
bisogno,1.0,1.0,1.0,1.0,1,1
layn,1.0,1.0,1.0,1.0,1,1
available,1.0,0.25,1.0,1.0,1,0
existe,1.0,1.0,1.0,1.0,1,1
yasmine,1.0,1.0,1.0,1.0,1,1
bate,1.0,1.0,1.0,1.0,1,1
gratis,1.0,0.14285714285714285,1.0,1.0,1,0
pnc,1.0,1.0,1.0,1.0,1,1
pute,1.0,1.0,1.0,1.0,1,1
``,1.0,1.0,1.0,1.0,1,1
tibbs,1.0,1.0,1.0,1.0,1,1
oily,1.0,0.1111111111111111,1.0,1.0,1,0
wallpaper,1.0,0.5,1.0,1.0,1,0
underscore,1.0,0.25,1.0,1.0,1,0
kyra,0.5,1.0,0.5,1.0,1,1
naim,0.5,1.0,0.5,1.0,1,1
resurrected,1.0,0.14285714285714285,1.0,1.0,1,0
sl,1.0,0.25,1.0,1.0,1,0
grande,1.0,1.0,1.0,1.0,1,1
ribu,1.0,1.0,1.0,1.0,1,1
corduroy,1.0,0.5,1.0,1.0,1,0
black,1.0,0.024390243902439025,1.0,1.0,1,0
membuat,1.0,1.0,1.0,1.0,1,1
acne,1.0,1.0,1.0,1.0,1,1
janice,1.0,1.0,1.0,1.0,1,1
fav,1.0,1.0,1.0,1.0,1,1
krazie,1.0,1.0,1.0,1.0,1,1
petits,1.0,1.0,1.0,1.0,1,1
bompton,1.0,1.0,1.0,1.0,1,1
talentosa,1.0,1.0,1.0,1.0,1,1
mandi,0.5,1.0,0.5,1.0,1,1
masih,0.5,1.0,0.5,1.0,1,1
julian,1.0,0.25,1.0,1.0,1,0
cutless,1.0,1.0,1.0,1.0,1,1
sexta,1.0,1.0,1.0,1.0,1,1
image,1.0,0.041666666666666664,1.0,1.0,1,0
banner,1.0,0.3333333333333333,1.0,1.0,1,0
dus,1.0,1.0,1.0,1.0,1,1
inter,1.0,0.2,1.0,1.0,1,0
tsunami,1.0,1.0,1.0,1.0,1,1
doe,1.0,0.2,1.0,1.0,1,0
tandon,1.0,1.0,1.0,1.0,1,1
pink,0.5,0.125,0.5,1.0,1,0
sneakers,0.5,0.08333333333333333,0.5,1.0,1,0
promoted,1.0,0.07692307692307693,1.0,1.0,1,0
pls,1.0,1.0,1.0,1.0,1,1
dlm,1.0,1.0,1.0,1.0,1,1
jazzy,0.5,0.2,0.5,1.0,1,0
billie,0.5,1.0,0.5,1.0,1,1
acontece,1.0,1.0,1.0,1.0,1,1
still,1.0,0.02631578947368421,1.0,1.0,1,0
stalks,1.0,0.08333333333333333,1.0,1.0,1,0
yanna,1.0,1.0,1.0,1.0,1,1
$,0.5,1.0,0.5,1.0,1,1
free,0.5,0.03125,0.5,1.0,1,0
dumm,1.0,1.0,1.0,1.0,1,1
koalas,1.0,0.16666666666666666,1.0,1.0,1,0
ada,1.0,0.3333333333333333,1.0,1.0,1,0
mika,1.0,1.0,1.0,1.0,1,1
trendy,1.0,0.5,1.0,1.0,1,0
sigel,1.0,1.0,1.0,1.0,1,1
p.o,1.0,1.0,1.0,1.0,1,1
a.c,1.0,1.0,1.0,1.0,1,1
danni,1.0,1.0,1.0,1.0,1,1
a.k.a,1.0,1.0,1.0,1.0,1,1
aba,1.0,1.0,1.0,1.0,1,1
wangz,1.0,1.0,1.0,1.0,1,1
searched,0.5,0.14285714285714285,0.5,1.0,1,0
shopped,0.5,0.05555555555555555,0.5,1.0,1,0
membantu,1.0,1.0,1.0,1.0,1,1
pizzas,1.0,0.3333333333333333,1.0,1.0,1,0
subliminal,1.0,1.0,1.0,1.0,1,1
ont,1.0,1.0,1.0,1.0,1,1
dialectical,1.0,0.5,1.0,1.0,1,0
rasheeda,1.0,1.0,1.0,1.0,1,1
wheats,1.0,0.2,1.0,1.0,1,0
pedir,1.0,1.0,1.0,1.0,1,1
charge,1.0,0.0196078431372549,1.0,1.0,1,0
faces,1.0,0.047619047619047616,1.0,1.0,1,0
fienin,1.0,1.0,1.0,1.0,1,1
bon,1.0,1.0,1.0,1.0,1,1
anoying,1.0,1.0,1.0,1.0,1,1
doctor,1.0,0.058823529411764705,1.0,1.0,1,0
ancestry,1.0,0.06666666666666667,1.0,1.0,1,0
rios,1.0,0.3333333333333333,1.0,1.0,1,0
annually,1.0,0.14285714285714285,1.0,1.0,1,0
hk,1.0,1.0,1.0,1.0,1,1
supra,1.0,0.5,1.0,1.0,1,0
samu,1.0,1.0,1.0,1.0,1,1
plain,1.0,0.03125,1.0,1.0,1,0
roomate,1.0,1.0,1.0,1.0,1,1
parasites,1.0,0.2,1.0,1.0,1,0
clash,1.0,0.07692307692307693,1.0,1.0,1,0
pandoraa,1.0,1.0,1.0,1.0,1,1
bashir,1.0,1.0,1.0,1.0,1,1
sampoerna,1.0,1.0,1.0,1.0,1,1
hella,0.5,1.0,0.5,1.0,1,1
bouta,0.5,1.0,0.5,1.0,1,1
tracks,1.0,0.029411764705882353,1.0,1.0,1,0
erika,1.0,1.0,1.0,1.0,1,1
allah,1.0,0.5,1.0,1.0,1,0
juh,1.0,1.0,1.0,1.0,1,1
shamiya,1.0,1.0,1.0,1.0,1,1
mello,1.0,1.0,1.0,1.0,1,1
