,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
tao,1.0,0.3333333333333333,1.0,1.0,1,0
cel,1.0,1.0,1.0,1.0,1,1
mds,1.0,0.06666666666666667,1.0,1.0,1,0
ouf,0.5,1.0,0.5,1.0,1,1
elle,0.5,1.0,0.5,1.0,1,1
account,1.0,0.058823529411764705,1.0,1.0,1,0
yasmin,1.0,1.0,1.0,1.0,1,1
deactivated,1.0,0.3333333333333333,1.0,1.0,1,0
bebe,1.0,1.0,1.0,1.0,1,1
lieve,1.0,1.0,1.0,1.0,1,1
sangat,1.0,1.0,1.0,1.0,1,1
scan,1.0,0.14285714285714285,1.0,1.0,1,0
cada,1.0,1.0,1.0,1.0,1,1
asap,1.0,0.5,1.0,1.0,1,0
cite,1.0,0.0625,1.0,1.0,1,0
knockedout,1.0,1.0,1.0,1.0,1,1
safee,1.0,1.0,1.0,1.0,1,1
magoo,1.0,1.0,1.0,1.0,1,1
denise,1.0,1.0,1.0,1.0,1,1
cho,1.0,1.0,1.0,1.0,1,1
dalla,1.0,1.0,1.0,1.0,1,1
k.,1.0,1.0,1.0,1.0,1,1
binnen,1.0,1.0,1.0,1.0,1,1
brubs,1.0,1.0,1.0,1.0,1,1
pandas,1.0,0.09090909090909091,1.0,1.0,1,0
vraiment,1.0,1.0,1.0,1.0,1,1
pensando,1.0,1.0,1.0,1.0,1,1
ashton,1.0,0.3333333333333333,1.0,1.0,1,0
lipring,1.0,1.0,1.0,1.0,1,1
rindu,1.0,1.0,1.0,1.0,1,1
brody,1.0,1.0,1.0,1.0,1,1
jeremih,1.0,1.0,1.0,1.0,1,1
edward,1.0,0.06666666666666667,1.0,1.0,1,0
member,1.0,0.16666666666666666,1.0,1.0,1,0
diaries,1.0,0.3333333333333333,1.0,1.0,1,0
jean,0.5,0.25,0.5,1.0,1,0
rita,0.5,1.0,0.5,1.0,1,1
azealia,1.0,1.0,1.0,1.0,1,1
voix,1.0,1.0,1.0,1.0,1,1
smackedd,1.0,1.0,1.0,1.0,1,1
highend,1.0,1.0,1.0,1.0,1,1
cerca,1.0,1.0,1.0,1.0,1,1
ivory,1.0,0.2,1.0,1.0,1,0
rupanya,1.0,1.0,1.0,1.0,1,1
khaled,1.0,1.0,1.0,1.0,1,1
facil,1.0,1.0,1.0,1.0,1,1
payphone,1.0,1.0,1.0,1.0,1,1
pinterest,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
content,0.3333333333333333,0.09090909090909091,0.3333333333333333,1.0,1,0
ads,0.3333333333333333,0.14285714285714285,0.3333333333333333,1.0,1,0
igual,1.0,1.0,1.0,1.0,1,1
kyza,0.5,1.0,0.5,1.0,1,1
monae,0.5,1.0,0.5,1.0,1,1
kami,1.0,0.5,1.0,1.0,1,0
delicias,1.0,1.0,1.0,1.0,1,1
aunt,1.0,0.3333333333333333,1.0,1.0,1,0
fila,1.0,0.3333333333333333,1.0,1.0,1,0
nadia,1.0,1.0,1.0,1.0,1,1
grandad,1.0,0.16666666666666666,1.0,1.0,1,0
craving,1.0,0.16666666666666666,1.0,1.0,1,0
gaz,1.0,1.0,1.0,1.0,1,1
pretzels,0.5,0.5,0.5,1.0,1,0
oreos,0.5,0.3333333333333333,0.5,1.0,1,0
coup,1.0,0.25,1.0,1.0,1,0
half,1.0,0.5,1.0,1.0,1,0
santonio,1.0,1.0,1.0,1.0,1,1
italics,1.0,0.25,1.0,1.0,1,0
asking,1.0,0.07142857142857142,1.0,1.0,1,0
tard,1.0,1.0,1.0,1.0,1,1
gangstalicious,1.0,1.0,1.0,1.0,1,1
reprimanded,1.0,0.041666666666666664,1.0,1.0,1,0
puma,1.0,0.14285714285714285,1.0,1.0,1,0
cristian,0.5,1.0,0.5,1.0,1,1
nino,0.5,1.0,0.5,1.0,1,1
dede,1.0,1.0,1.0,1.0,1,1
cuties,1.0,1.0,1.0,1.0,1,1
kross,1.0,1.0,1.0,1.0,1,1
retweet,1.0,1.0,1.0,1.0,1,1
gallery,1.0,0.14285714285714285,1.0,1.0,1,0
amari,1.0,1.0,1.0,1.0,1,1
siani,1.0,1.0,1.0,1.0,1,1
batteries,1.0,0.1111111111111111,1.0,1.0,1,0
sleeppyy,1.0,1.0,1.0,1.0,1,1
boutique,1.0,0.5,1.0,1.0,1,0
snor,1.0,1.0,1.0,1.0,1,1
vacances,1.0,1.0,1.0,1.0,1,1
lista,1.0,1.0,1.0,1.0,1,1
ferry,1.0,0.3333333333333333,1.0,1.0,1,0
mazo,1.0,1.0,1.0,1.0,1,1
sheeran,0.5,1.0,0.5,1.0,1,1
psy,0.5,1.0,0.5,1.0,1,1
withdrawal,1.0,0.1,1.0,1.0,1,0
arie,1.0,1.0,1.0,1.0,1,1
semi,1.0,0.125,1.0,1.0,1,0
farrah,0.5,1.0,0.5,1.0,1,1
hough,0.5,1.0,0.5,1.0,1,1
dasia,1.0,1.0,1.0,1.0,1,1
abstaining,1.0,0.25,1.0,1.0,1,0
barang,1.0,1.0,1.0,1.0,1,1
macaron,1.0,1.0,1.0,1.0,1,1
those,0.5,1.0,0.5,1.0,1,1
of,0.5,1.0,0.5,1.0,1,1
carey,1.0,1.0,1.0,1.0,1,1
click,1.0,0.047619047619047616,1.0,1.0,1,0
satu,1.0,1.0,1.0,1.0,1,1
mierda,1.0,1.0,1.0,1.0,1,1
kookie,0.5,0.043478260869565216,0.5,1.0,1,0
squishy,0.5,0.25,0.5,1.0,1,0
dropbox,0.5,1.0,0.5,1.0,1,1
adds,0.5,0.037037037037037035,0.5,1.0,1,0
kait,1.0,1.0,1.0,1.0,1,1
kate,1.0,1.0,1.0,1.0,1,1
households,1.0,0.16666666666666666,1.0,1.0,1,0
watery,1.0,0.25,1.0,1.0,1,0
reaaaal,1.0,1.0,1.0,1.0,1,1
cornflake,1.0,1.0,1.0,1.0,1,1
corey,0.5,1.0,0.5,1.0,1,1
harrison,0.5,0.09090909090909091,0.5,1.0,1,0
sour,1.0,0.043478260869565216,1.0,1.0,1,0
sebelum,1.0,1.0,1.0,1.0,1,1
treyvon,1.0,1.0,1.0,1.0,1,1
expelled,1.0,0.07692307692307693,1.0,1.0,1,0
percocets,1.0,1.0,1.0,1.0,1,1
terlalu,1.0,1.0,1.0,1.0,1,1
eharmony,1.0,1.0,1.0,1.0,1,1
thi,1.0,1.0,1.0,1.0,1,1
tugga,1.0,1.0,1.0,1.0,1,1
milkshake,1.0,0.3333333333333333,1.0,1.0,1,0
plural,1.0,0.5,1.0,1.0,1,0
senile,1.0,0.25,1.0,1.0,1,0
quoting,0.5,0.3333333333333333,0.5,1.0,1,0
downloading,0.5,0.5,0.5,1.0,1,0
irrating,1.0,1.0,1.0,1.0,1,1
tenisha,1.0,1.0,1.0,1.0,1,1
lynn,0.5,1.0,0.5,1.0,1,1
winters,0.5,0.25,0.5,1.0,1,0
moo,1.0,0.5,1.0,1.0,1,0
readii,1.0,1.0,1.0,1.0,1,1
paranormal,1.0,0.5,1.0,1.0,1,0
dreadlocks,1.0,0.5,1.0,1.0,1,0
rich,0.5,0.07692307692307693,0.5,1.0,1,0
richer,1.0,0.15384615384615385,0.5,1.0,1,0
responded,1.0,0.2,1.0,1.0,1,0
janell,0.5,1.0,0.5,1.0,1,1
