vocab	precision	recall
raises	0.005813953488372093	0.04
Talmud	0.0029069767441860465	1.0
glinted	0.015503875968992248	0.25
likewise	0.0029069767441860465	0.14285714285714285
bridegroom	0.0047169811320754715	0.5
muzzle	0.007751937984496124	0.3333333333333333
willing	0.0029069767441860465	0.14285714285714285
clippings	0.0029069767441860465	0.1
Hand	0.0029069767441860465	0.058823529411764705
contrition	0.011764705882352941	0.3333333333333333
