,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
beijo,0.5,1.0,0.5,1.0,1,1
com,0.5,1.0,0.5,1.0,1,1
dela,1.0,1.0,1.0,1.0,1,1
jazmyn,1.0,1.0,1.0,1.0,1,1
aparece,1.0,1.0,1.0,1.0,1,1
+,1.0,1.0,1.0,1.0,1,1
ibn,1.0,1.0,1.0,1.0,1,1
ook,1.0,1.0,1.0,1.0,1,1
passado,1.0,0.3333333333333333,1.0,1.0,1,0
vans,1.0,0.16666666666666666,1.0,1.0,1,0
passwords,1.0,0.16666666666666666,1.0,1.0,1,0
plat,1.0,0.5,1.0,1.0,1,0
subscribed,1.0,0.14285714285714285,1.0,1.0,1,0
ri,1.0,0.2,1.0,1.0,1,0
celebrities,0.5,0.2,0.5,1.0,1,0
porn,0.5,0.2,0.5,1.0,1,0
schleepy,1.0,1.0,1.0,1.0,1,1
chico,1.0,0.25,1.0,1.0,1,0
etc,0.5,1.0,0.5,1.0,1,1
for,0.5,1.0,0.5,1.0,1,1
feat,1.0,0.3333333333333333,1.0,1.0,1,0
info,1.0,0.5,1.0,1.0,1,0
embarazada,1.0,1.0,1.0,1.0,1,1
straightened,1.0,0.1,1.0,1.0,1,0
sone,1.0,1.0,1.0,1.0,1,1
douglas,0.5,0.2,0.5,1.0,1,0
davi,0.5,1.0,0.5,1.0,1,1
anni,1.0,1.0,1.0,1.0,1,1
mila,1.0,1.0,1.0,1.0,1,1
tlked,1.0,1.0,1.0,1.0,1,1
messagess,1.0,0.2,1.0,1.0,1,0
taum,1.0,1.0,1.0,1.0,1,1
dulces,1.0,1.0,1.0,1.0,1,1
guna,1.0,1.0,1.0,1.0,1,1
paydays,1.0,0.5,1.0,1.0,1,0
daisha,1.0,1.0,1.0,1.0,1,1
websites,0.5,0.2,0.5,1.0,1,0
marketing,0.5,0.16666666666666666,0.5,1.0,1,0
abd,0.5,1.0,0.5,1.0,1,1
laz,0.5,1.0,0.5,1.0,1,1
choco,1.0,1.0,1.0,1.0,1,1
creepers,1.0,0.25,1.0,1.0,1,0
jeruk,1.0,1.0,1.0,1.0,1,1
jenny,0.5,0.2,0.5,1.0,1,0
shane,0.5,1.0,0.5,1.0,1,1
bwk,0.5,1.0,0.5,1.0,1,1
kat,0.5,0.14285714285714285,0.5,1.0,1,0
locked,0.5,0.07692307692307693,0.5,1.0,1,0
stolen,0.5,0.3333333333333333,0.5,1.0,1,0
yellowbone,1.0,1.0,1.0,1.0,1,1
dimples,1.0,0.25,1.0,1.0,1,0
abelha,1.0,1.0,1.0,1.0,1,1
fso,1.0,1.0,1.0,1.0,1,1
taln,1.0,1.0,1.0,1.0,1,1
wassap,1.0,1.0,1.0,1.0,1,1
op,1.0,1.0,1.0,1.0,1,1
chedder,1.0,1.0,1.0,1.0,1,1
damarcus,1.0,1.0,1.0,1.0,1,1
kodak,0.5,1.0,0.5,1.0,1,1
maxx,0.5,1.0,0.5,1.0,1,1
schizophrenia,1.0,0.25,1.0,1.0,1,0
zello,1.0,1.0,1.0,1.0,1,1
maud,1.0,1.0,1.0,1.0,1,1
viejas,1.0,1.0,1.0,1.0,1,1
franco,1.0,0.2,1.0,1.0,1,0
xus,1.0,1.0,1.0,1.0,1,1
najae,1.0,1.0,1.0,1.0,1,1
happy,1.0,0.25,1.0,1.0,1,0
naggy,1.0,1.0,1.0,1.0,1,1
live,1.0,0.043478260869565216,1.0,1.0,1,0
ify,1.0,1.0,1.0,1.0,1,1
smooshed,1.0,1.0,1.0,1.0,1,1
uncool,1.0,1.0,1.0,1.0,1,1
accidentally,1.0,0.16666666666666666,1.0,1.0,1,0
bubbly,1.0,0.125,1.0,1.0,1,0
lk,1.0,1.0,1.0,1.0,1,1
bfs,1.0,1.0,1.0,1.0,1,1
seinfield,1.0,1.0,1.0,1.0,1,1
safaree,1.0,1.0,1.0,1.0,1,1
rica,1.0,1.0,1.0,1.0,1,1
cheesin,1.0,1.0,1.0,1.0,1,1
shampoos,0.25,0.5,0.25,1.0,1,0
backgrounds,0.25,0.07692307692307693,0.25,1.0,1,0
eyeshadows,0.25,0.5,0.25,1.0,1,0
youtub,0.25,1.0,0.25,1.0,1,1
alexander,1.0,0.14285714285714285,1.0,1.0,1,0
bugg,1.0,1.0,1.0,1.0,1,1
baptizing,1.0,0.25,1.0,1.0,1,0
chachi,1.0,1.0,1.0,1.0,1,1
criying,1.0,1.0,1.0,1.0,1,1
wawa,1.0,1.0,1.0,1.0,1,1
instantly,0.5,0.07692307692307693,0.5,1.0,1,0
disappear,0.5,0.2,0.5,1.0,1,0
eyeem,1.0,1.0,1.0,1.0,1,1
minimo,1.0,1.0,1.0,1.0,1,1
lenny,0.5,1.0,0.5,1.0,1,1
elliot,0.5,1.0,0.5,1.0,1,1
pecked,1.0,0.1,1.0,1.0,1,0
rii,1.0,1.0,1.0,1.0,1,1
fx,1.0,1.0,1.0,1.0,1,1
janae,1.0,1.0,1.0,1.0,1,1
ncek,1.0,1.0,1.0,1.0,1,1
receive,0.5,0.07692307692307693,0.5,1.0,1,0
donated,0.5,0.5,0.5,1.0,1,0
zak,1.0,1.0,1.0,1.0,1,1
increasingly,1.0,0.3333333333333333,1.0,1.0,1,0
quoted,1.0,0.3333333333333333,1.0,1.0,1,0
sandy,1.0,0.25,1.0,1.0,1,0
douche,1.0,0.5,1.0,1.0,1,0
droopy,1.0,0.3333333333333333,1.0,1.0,1,0
stone,1.0,0.058823529411764705,1.0,1.0,1,0
trinidad,1.0,0.5,1.0,1.0,1,0
bmw,1.0,1.0,1.0,1.0,1,1
eeu,1.0,1.0,1.0,1.0,1,1
dies,1.0,0.030303030303030304,1.0,1.0,1,0
unflattering,1.0,0.5,1.0,1.0,1,0
organ,1.0,0.14285714285714285,1.0,1.0,1,0
hostel,1.0,0.14285714285714285,1.0,1.0,1,0
his,1.0,1.0,1.0,1.0,1,1
brillo,1.0,1.0,1.0,1.0,1,1
mesti,1.0,1.0,1.0,1.0,1,1
faites,0.5,1.0,0.5,1.0,1,1
jamais,0.5,1.0,0.5,1.0,1,1
kelli,0.5,1.0,0.5,1.0,1,1
debbie,0.5,1.0,0.5,1.0,1,1
breds,1.0,1.0,1.0,1.0,1,1
bruja,1.0,1.0,1.0,1.0,1,1
cheech,1.0,1.0,1.0,1.0,1,1
zenith,1.0,1.0,1.0,1.0,1,1
too,1.0,0.125,1.0,1.0,1,0
queen,0.5,0.058823529411764705,0.5,1.0,1,0
ebony,0.5,0.1111111111111111,0.5,1.0,1,0
rihana,1.0,1.0,1.0,1.0,1,1
condon,1.0,1.0,1.0,1.0,1,1
circumcised,1.0,0.5,1.0,1.0,1,0
khris,0.5,1.0,0.5,1.0,1,1
blackie,0.5,1.0,0.5,1.0,1,1
talkn,0.5,1.0,0.5,1.0,1,1
retweetin,0.5,1.0,0.5,1.0,1,1
thinner,1.0,0.09090909090909091,1.0,1.0,1,0
madison,1.0,0.2,1.0,1.0,1,0
mesia,1.0,1.0,1.0,1.0,1,1
satiny,1.0,0.16666666666666666,1.0,1.0,1,0
pastries,1.0,0.3333333333333333,1.0,1.0,1,0
oie,1.0,1.0,1.0,1.0,1,1
midriff,1.0,0.25,1.0,1.0,1,0
deram,1.0,1.0,1.0,1.0,1,1
diamond,1.0,0.125,1.0,1.0,1,0
chik,1.0,1.0,1.0,1.0,1,1
vouu,1.0,1.0,1.0,1.0,1,1
fact,1.0,1.0,1.0,1.0,1,1
redman,1.0,1.0,1.0,1.0,1,1
troop,1.0,0.16666666666666666,1.0,1.0,1,0
berbisa,1.0,1.0,1.0,1.0,1,1
jazmine,1.0,1.0,1.0,1.0,1,1
ocean,1.0,0.5,1.0,1.0,1,0
oprah,1.0,1.0,1.0,1.0,1,1
baptized,1.0,0.2,1.0,1.0,1,0
yuji,0.5,1.0,0.5,1.0,1,1
musk,0.5,1.0,0.5,1.0,1,1
slping,1.0,1.0,1.0,1.0,1,1
melon,1.0,0.5,1.0,1.0,1,0
gang,1.0,0.1111111111111111,1.0,1.0,1,0
talisa,1.0,1.0,1.0,1.0,1,1
because,1.0,1.0,1.0,1.0,1,1
goulding,1.0,1.0,1.0,1.0,1,1
pleaase,1.0,1.0,1.0,1.0,1,1
recovering,1.0,0.09090909090909091,1.0,1.0,1,0
radars,1.0,0.2,1.0,1.0,1,0
scabies,1.0,0.5,1.0,1.0,1,0
sayang,0.5,1.0,0.5,1.0,1,1
sya,0.5,1.0,0.5,1.0,1,1
hxx,1.0,1.0,1.0,1.0,1,1
ayu,1.0,1.0,1.0,1.0,1,1
paramedics,1.0,0.3333333333333333,1.0,1.0,1,0
cominqq,1.0,1.0,1.0,1.0,1,1
seeinq,0.5,1.0,0.5,1.0,1,1
tunchi,0.5,1.0,0.5,1.0,1,1
rozay,1.0,1.0,1.0,1.0,1,1
delilah,1.0,0.16666666666666666,1.0,1.0,1,0
remmy,1.0,1.0,1.0,1.0,1,1
manager,1.0,0.2,1.0,1.0,1,0
indolence,1.0,0.5,1.0,1.0,1,0
teo,1.0,1.0,1.0,1.0,1,1
dayys,1.0,1.0,1.0,1.0,1,1
comas,1.0,0.3333333333333333,1.0,1.0,1,0
publix,1.0,1.0,1.0,1.0,1,1
serve,1.0,0.05555555555555555,1.0,1.0,1,0
comentarista,1.0,1.0,1.0,1.0,1,1
roles,1.0,0.1,1.0,1.0,1,0
chinchin,1.0,1.0,1.0,1.0,1,1
teambisexual,1.0,1.0,1.0,1.0,1,1
flacko,1.0,1.0,1.0,1.0,1,1
overdraft,1.0,1.0,1.0,1.0,1,1
pdmu,1.0,1.0,1.0,1.0,1,1
barbados,1.0,0.5,1.0,1.0,1,0
lewis,1.0,0.08333333333333333,1.0,1.0,1,0
mst,1.0,0.25,1.0,1.0,1,0
nim,1.0,1.0,1.0,1.0,1,1
him,1.0,1.0,1.0,1.0,1,1
hood,1.0,0.07142857142857142,1.0,1.0,1,0
foney,1.0,1.0,1.0,1.0,1,1
dawn,1.0,0.05263157894736842,1.0,1.0,1,0
bran,1.0,1.0,1.0,1.0,1,1
seth,1.0,0.3333333333333333,1.0,1.0,1,0
piedras,1.0,1.0,1.0,1.0,1,1
zim,1.0,1.0,1.0,1.0,1,1
daija,0.2,1.0,0.2,1.0,1,1
taisha,0.2,1.0,0.2,1.0,1,1
jazmyne,0.2,1.0,0.2,1.0,1,1
raynard,0.2,1.0,0.2,1.0,1,1
jerrica,0.2,1.0,0.2,1.0,1,1
slicc,1.0,1.0,1.0,1.0,1,1
rly,1.0,1.0,1.0,1.0,1,1
waveyy,1.0,1.0,1.0,1.0,1,1
dray,1.0,0.5,1.0,1.0,1,0
hali,1.0,1.0,1.0,1.0,1,1
mayor,1.0,0.5,1.0,1.0,1,0
jurk,1.0,1.0,1.0,1.0,1,1
raymond,1.0,1.0,1.0,1.0,1,1
