,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
bom,1.0,1.0,1.0,1.0,1,1
oculos,1.0,1.0,1.0,1.0,1,1
meses,1.0,0.25,1.0,1.0,1,0
tweets,1.0,0.125,1.0,1.0,1,0
voltar,1.0,1.0,1.0,1.0,1,1
volta,1.0,0.2,1.0,1.0,1,0
daniel,1.0,0.25,1.0,1.0,1,0
aff,1.0,1.0,1.0,1.0,1,1
esperando,1.0,1.0,1.0,1.0,1,1
vestido,1.0,1.0,1.0,1.0,1,1
wsp,1.0,1.0,1.0,1.0,1,1
jade,1.0,0.038461538461538464,1.0,1.0,1,0
pelik,1.0,1.0,1.0,1.0,1,1
crises,1.0,0.5,1.0,1.0,1,0
offline,1.0,1.0,1.0,1.0,1,1
posts,0.5,0.04,0.5,1.0,1,0
updates,0.5,0.5,0.5,1.0,1,0
instant,1.0,0.05263157894736842,1.0,1.0,1,0
pinto,1.0,1.0,1.0,1.0,1,1
kidnaped,1.0,0.2,1.0,1.0,1,0
sprees,1.0,0.3333333333333333,1.0,1.0,1,0
lerman,1.0,1.0,1.0,1.0,1,1
stich,1.0,1.0,1.0,1.0,1,1
minnie,1.0,1.0,1.0,1.0,1,1
misused,1.0,0.2,1.0,1.0,1,0
james,1.0,0.030303030303030304,1.0,1.0,1,0
flipgrams,1.0,1.0,1.0,1.0,1,1
smalls,1.0,0.5,1.0,1.0,1,0
eddies,1.0,0.1,1.0,1.0,1,0
-------------,1.0,1.0,1.0,1.0,1,1
retweeted,1.0,1.0,1.0,1.0,1,1
dozens,1.0,0.05263157894736842,1.0,1.0,1,0
santiago,1.0,0.14285714285714285,1.0,1.0,1,0
sage,1.0,0.3333333333333333,1.0,1.0,1,0
lela,1.0,1.0,1.0,1.0,1,1
vampire,1.0,0.5,1.0,1.0,1,0
jailbroke,1.0,1.0,1.0,1.0,1,1
gd,1.0,0.16666666666666666,1.0,1.0,1,0
blocked,1.0,0.030303030303030304,1.0,1.0,1,0
had,1.0,0.03571428571428571,1.0,1.0,1,0
mon,0.5,0.3333333333333333,0.5,1.0,1,0
qu'on,0.5,1.0,0.5,1.0,1,1
hostages,1.0,0.3333333333333333,1.0,1.0,1,0
magazine,1.0,0.1111111111111111,1.0,1.0,1,0
taraji,1.0,1.0,1.0,1.0,1,1
zee,1.0,0.16666666666666666,1.0,1.0,1,0
unsaved,1.0,0.2,1.0,1.0,1,0
visited,1.0,0.043478260869565216,1.0,1.0,1,0
griffeys,1.0,1.0,1.0,1.0,1,1
mein,1.0,1.0,1.0,1.0,1,1
havas,1.0,1.0,1.0,1.0,1,1
p.diddy,1.0,1.0,1.0,1.0,1,1
twix,1.0,1.0,1.0,1.0,1,1
gosok,1.0,1.0,1.0,1.0,1,1
william,1.0,1.0,1.0,1.0,1,1
charmings,1.0,0.0625,1.0,1.0,1,0
vic,1.0,1.0,1.0,1.0,1,1
kkk,1.0,0.25,1.0,1.0,1,0
funy,1.0,1.0,1.0,1.0,1,1
hijab,1.0,1.0,1.0,1.0,1,1
cheesen,1.0,1.0,1.0,1.0,1,1
kennedy,1.0,0.1111111111111111,1.0,1.0,1,0
official,1.0,0.3333333333333333,1.0,1.0,1,0
corleone,1.0,1.0,1.0,1.0,1,1
brianna,1.0,1.0,1.0,1.0,1,1
bk,1.0,0.25,1.0,1.0,1,0
tjrs,1.0,1.0,1.0,1.0,1,1
cone,1.0,0.14285714285714285,1.0,1.0,1,0
malek,1.0,1.0,1.0,1.0,1,1
disappears,1.0,0.16666666666666666,1.0,1.0,1,0
frappucinos,1.0,1.0,1.0,1.0,1,1
verify,1.0,0.125,1.0,1.0,1,0
tattoo,1.0,1.0,1.0,1.0,1,1
later,1.0,0.06666666666666667,1.0,1.0,1,0
jcole,1.0,1.0,1.0,1.0,1,1
kpd,1.0,1.0,1.0,1.0,1,1
teyana,1.0,1.0,1.0,1.0,1,1
leeft,0.5,1.0,0.5,1.0,1,1
wel,0.5,1.0,0.5,1.0,1,1
newly,1.0,0.25,1.0,1.0,1,0
questionin,1.0,1.0,1.0,1.0,1,1
hbo,1.0,1.0,1.0,1.0,1,1
micky,1.0,1.0,1.0,1.0,1,1
brionna,1.0,1.0,1.0,1.0,1,1
hormonal,1.0,1.0,1.0,1.0,1,1
sharingan,1.0,1.0,1.0,1.0,1,1
population,1.0,0.5,1.0,1.0,1,0
recruitment,1.0,0.5,1.0,1.0,1,0
litres,1.0,0.16666666666666666,1.0,1.0,1,0
fee,1.0,0.3333333333333333,1.0,1.0,1,0
kissed,1.0,0.2,1.0,1.0,1,0
lt,1.0,1.0,1.0,1.0,1,1
thyroid,1.0,0.3333333333333333,1.0,1.0,1,0
orders,1.0,0.023255813953488372,1.0,1.0,1,0
leather,1.0,1.0,1.0,1.0,1,1
filtered,1.0,0.09090909090909091,1.0,1.0,1,0
recuperating,1.0,0.16666666666666666,1.0,1.0,1,0
tracy,1.0,0.3333333333333333,1.0,1.0,1,0
karlie,1.0,1.0,1.0,1.0,1,1
barbies,1.0,1.0,1.0,1.0,1,1
sappy,1.0,0.125,1.0,1.0,1,0
snipes,1.0,0.05263157894736842,1.0,1.0,1,0
bateau,1.0,1.0,1.0,1.0,1,1
jerm,1.0,1.0,1.0,1.0,1,1
you,0.5,1.0,0.5,1.0,1,1
not,0.5,0.5,0.5,1.0,1,0
vato,1.0,1.0,1.0,1.0,1,1
traa,1.0,1.0,1.0,1.0,1,1
favv,1.0,1.0,1.0,1.0,1,1
pernah,1.0,1.0,1.0,1.0,1,1
comig,1.0,1.0,1.0,1.0,1,1
lew,1.0,1.0,1.0,1.0,1,1
dropped,1.0,0.025,1.0,1.0,1,0
hosting,1.0,0.5,1.0,1.0,1,0
custos,1.0,1.0,1.0,1.0,1,1
voicesave,1.0,1.0,1.0,1.0,1,1
blur,1.0,0.07692307692307693,1.0,1.0,1,0
yawned,1.0,0.25,1.0,1.0,1,0
flexxin,1.0,1.0,1.0,1.0,1,1
avior,1.0,1.0,1.0,1.0,1,1
brandi,1.0,1.0,1.0,1.0,1,1
lambing,1.0,0.5,1.0,1.0,1,0
programmes,1.0,0.1,1.0,1.0,1,0
sliced,1.0,0.16666666666666666,1.0,1.0,1,0
cultured,1.0,0.14285714285714285,1.0,1.0,1,0
bouua,1.0,1.0,1.0,1.0,1,1
mikey,1.0,1.0,1.0,1.0,1,1
newbie,1.0,0.125,1.0,1.0,1,0
indian,1.0,0.1111111111111111,1.0,1.0,1,0
frmm,1.0,1.0,1.0,1.0,1,1
integrates,1.0,0.2,1.0,1.0,1,0
doodle,0.5,0.3333333333333333,0.5,1.0,1,0
geek,0.5,0.2,0.5,1.0,1,0
forrest,1.0,1.0,1.0,1.0,1,1
jaquan,1.0,1.0,1.0,1.0,1,1
frinds,1.0,1.0,1.0,1.0,1,1
brownies,1.0,0.1111111111111111,1.0,1.0,1,0
kb,1.0,0.1111111111111111,1.0,1.0,1,0
pedo,0.5,1.0,0.5,1.0,1,1
sabes,0.5,1.0,0.5,1.0,1,1
owens,1.0,0.14285714285714285,1.0,1.0,1,0
