,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
instagram,1.0,1.0,1.0,1.0,1,1
fotos,1.0,1.0,1.0,1.0,1,1
segue,1.0,1.0,1.0,1.0,1,1
fazendo,0.5,1.0,0.5,1.0,1,1
desse,0.5,1.0,0.5,1.0,1,1
manda,1.0,0.5,1.0,1.0,1,0
p,1.0,0.25,1.0,1.0,1,0
frio,1.0,1.0,1.0,1.0,1,1
cheveux,1.0,1.0,1.0,1.0,1,1
amigas,1.0,1.0,1.0,1.0,1,1
parada,0.5,1.0,0.5,1.0,1,1
minutos,0.5,1.0,0.5,1.0,1,1
inbox,1.0,1.0,1.0,1.0,1,1
brenda,1.0,1.0,1.0,1.0,1,1
acham,1.0,1.0,1.0,1.0,1,1
darnel,1.0,0.2,1.0,1.0,1,0
aula,1.0,1.0,1.0,1.0,1,1
trevon,1.0,1.0,1.0,1.0,1,1
fea,1.0,1.0,1.0,1.0,1,1
emma,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
hanna,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
donna,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
mega,1.0,1.0,1.0,1.0,1,1
snap,1.0,0.02857142857142857,1.0,1.0,1,0
%,1.0,1.0,1.0,1.0,1,1
bumi,1.0,1.0,1.0,1.0,1,1
nudez,1.0,1.0,1.0,1.0,1,1
szz,1.0,1.0,1.0,1.0,1,1
telephone,1.0,0.14285714285714285,1.0,1.0,1,0
tonio,1.0,1.0,1.0,1.0,1,1
in,1.0,0.1,1.0,1.0,1,0
banned,1.0,0.1,1.0,1.0,1,0
pregnant,1.0,0.25,1.0,1.0,1,0
spaniel,1.0,1.0,1.0,1.0,1,1
loong,1.0,1.0,1.0,1.0,1,1
poodle,1.0,0.5,1.0,1.0,1,0
askingg,1.0,1.0,1.0,1.0,1,1
nos,1.0,0.2,1.0,1.0,1,0
christian,1.0,0.5,1.0,1.0,1,0
pringles,1.0,1.0,1.0,1.0,1,1
