,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
ou,1.0,1.0,1.0,1.0,1,1
dms,1.0,0.16666666666666666,1.0,1.0,1,0
ainda,1.0,1.0,1.0,1.0,1,1
bebo,1.0,1.0,1.0,1.0,1,1
terlihat,1.0,1.0,1.0,1.0,1,1
fios,1.0,1.0,1.0,1.0,1,1
qu'elle,1.0,1.0,1.0,1.0,1,1
bipolar,1.0,1.0,1.0,1.0,1,1
max,1.0,0.125,1.0,1.0,1,0
antes,1.0,0.5,1.0,1.0,1,0
vida,1.0,1.0,1.0,1.0,1,1
irriated,1.0,1.0,1.0,1.0,1,1
m.a,1.0,1.0,1.0,1.0,1,1
flw,1.0,1.0,1.0,1.0,1,1
daq,1.0,1.0,1.0,1.0,1,1
nana,1.0,1.0,1.0,1.0,1,1
cachorrito,1.0,1.0,1.0,1.0,1,1
posters,1.0,0.09090909090909091,1.0,1.0,1,0
normal,1.0,0.2,1.0,1.0,1,0
nakey,1.0,1.0,1.0,1.0,1,1
drake,1.0,0.25,1.0,1.0,1,0
expired,1.0,0.045454545454545456,1.0,1.0,1,0
rose,1.0,0.02857142857142857,1.0,1.0,1,0
ivy,1.0,0.25,1.0,1.0,1,0
tri,1.0,1.0,1.0,1.0,1,1
lappy,1.0,1.0,1.0,1.0,1,1
aw,0.5,1.0,0.5,1.0,1,1
adorable,0.5,0.3333333333333333,0.5,1.0,1,0
mssg,1.0,1.0,1.0,1.0,1,1
vem,0.5,1.0,0.5,1.0,1,1
maldade,0.5,1.0,0.5,1.0,1,1
dit,1.0,0.5,1.0,1.0,1,0
stupida,1.0,1.0,1.0,1.0,1,1
cd,1.0,0.07692307692307693,1.0,1.0,1,0
screened,1.0,0.1111111111111111,1.0,1.0,1,0
chip,0.5,0.037037037037037035,0.5,1.0,1,0
banana,0.5,0.5,0.5,1.0,1,0
mandem,1.0,1.0,1.0,1.0,1,1
borred,1.0,1.0,1.0,1.0,1,1
donte,1.0,1.0,1.0,1.0,1,1
clima,1.0,1.0,1.0,1.0,1,1
erin,1.0,0.5,1.0,1.0,1,0
even,1.0,0.08333333333333333,1.0,1.0,1,0
benson,1.0,1.0,1.0,1.0,1,1
getz,1.0,1.0,1.0,1.0,1,1
erkd,1.0,1.0,1.0,1.0,1,1
rico,1.0,0.2,1.0,1.0,1,0
shai,1.0,1.0,1.0,1.0,1,1
albums,1.0,0.3333333333333333,1.0,1.0,1,0
todo,1.0,1.0,1.0,1.0,1,1
scanner,1.0,0.25,1.0,1.0,1,0
riley,1.0,0.3333333333333333,1.0,1.0,1,0
signo,1.0,1.0,1.0,1.0,1,1
shoppen,1.0,1.0,1.0,1.0,1,1
granit,1.0,1.0,1.0,1.0,1,1
maurice,1.0,1.0,1.0,1.0,1,1
sweet,1.0,0.034482758620689655,1.0,1.0,1,0
tireeed,1.0,1.0,1.0,1.0,1,1
canal,1.0,0.16666666666666666,1.0,1.0,1,0
rambut,1.0,1.0,1.0,1.0,1,1
problema,1.0,1.0,1.0,1.0,1,1
bathed,1.0,0.3333333333333333,1.0,1.0,1,0
fiber,1.0,0.2,1.0,1.0,1,0
hong,1.0,1.0,1.0,1.0,1,1
dal,0.5,0.16666666666666666,0.5,1.0,1,0
sta,0.5,1.0,0.5,1.0,1,1
stable,1.0,0.2,1.0,1.0,1,0
cera,0.5,1.0,0.5,1.0,1,1
churros,0.5,1.0,0.5,1.0,1,1
scammed,1.0,1.0,1.0,1.0,1,1
deader,1.0,0.09090909090909091,1.0,1.0,1,0
tdk,1.0,1.0,1.0,1.0,1,1
adidas,1.0,1.0,1.0,1.0,1,1
selalu,1.0,1.0,1.0,1.0,1,1
slimmer,1.0,0.2,1.0,1.0,1,0
familiar,1.0,0.125,1.0,1.0,1,0
sam,1.0,0.3333333333333333,1.0,1.0,1,0
mand,1.0,1.0,1.0,1.0,1,1
grita,1.0,1.0,1.0,1.0,1,1
asia,1.0,0.5,1.0,1.0,1,0
temps,1.0,0.25,1.0,1.0,1,0
rescued,1.0,0.25,1.0,1.0,1,0
divorces,1.0,0.125,1.0,1.0,1,0
hdmi,1.0,1.0,1.0,1.0,1,1
angie,1.0,1.0,1.0,1.0,1,1
mackenzie,1.0,0.25,1.0,1.0,1,0
consist,1.0,0.2,1.0,1.0,1,0
funnnnnnny,1.0,1.0,1.0,1.0,1,1
mtv,1.0,1.0,1.0,1.0,1,1
choclate,1.0,1.0,1.0,1.0,1,1
incognito,1.0,1.0,1.0,1.0,1,1
pica,1.0,0.2,1.0,1.0,1,0
dimitri,1.0,1.0,1.0,1.0,1,1
devaughn,1.0,1.0,1.0,1.0,1,1
fangirl,1.0,1.0,1.0,1.0,1,1
bahia,1.0,1.0,1.0,1.0,1,1
dane,0.5,0.5,0.5,1.0,1,0
harold,0.5,1.0,0.5,1.0,1,1
mintues,1.0,1.0,1.0,1.0,1,1
glitter,0.5,0.1111111111111111,0.5,1.0,1,0
pearls,0.5,0.14285714285714285,0.5,1.0,1,0
dexter,1.0,1.0,1.0,1.0,1,1
lamee,1.0,1.0,1.0,1.0,1,1
dennis,1.0,1.0,1.0,1.0,1,1
kiki,1.0,1.0,1.0,1.0,1,1
leah,1.0,1.0,1.0,1.0,1,1
loan,1.0,0.3333333333333333,1.0,1.0,1,0
akas,1.0,1.0,1.0,1.0,1,1
keven,1.0,1.0,1.0,1.0,1,1
comments,1.0,0.09090909090909091,1.0,1.0,1,0
mugshots,1.0,0.3333333333333333,1.0,1.0,1,0
michele,1.0,1.0,1.0,1.0,1,1
echofon,0.5,1.0,0.5,1.0,1,1
candycrush,0.5,1.0,0.5,1.0,1,1
handbag,1.0,0.25,1.0,1.0,1,0
nemo,1.0,1.0,1.0,1.0,1,1
tanisha,1.0,1.0,1.0,1.0,1,1
sprayed,1.0,0.5,1.0,1.0,1,0
low,1.0,0.027777777777777776,1.0,1.0,1,0
pisssing,1.0,0.0625,1.0,1.0,1,0
elise,1.0,1.0,1.0,1.0,1,1
soda,1.0,0.1111111111111111,1.0,1.0,1,0
#sleep,1.0,1.0,1.0,1.0,1,1
dozer,1.0,0.5,1.0,1.0,1,0
usage,0.5,0.125,0.5,1.0,1,0
iq,0.5,0.25,0.5,1.0,1,0
jumpy,1.0,0.07142857142857142,1.0,1.0,1,0
novel,1.0,0.25,1.0,1.0,1,0
rocky,1.0,0.1111111111111111,1.0,1.0,1,0
bodywash,1.0,1.0,1.0,1.0,1,1
leri,1.0,1.0,1.0,1.0,1,1
making,1.0,0.014084507042253521,1.0,1.0,1,0
shams,1.0,0.05263157894736842,1.0,1.0,1,0
movingg,0.5,1.0,0.5,1.0,1,1
viben,0.5,1.0,0.5,1.0,1,1
wegman,1.0,1.0,1.0,1.0,1,1
ass,1.0,0.022222222222222223,1.0,1.0,1,0
gostaria,1.0,1.0,1.0,1.0,1,1
styl,1.0,1.0,1.0,1.0,1,1
armand,1.0,1.0,1.0,1.0,1,1
topped,1.0,0.07692307692307693,1.0,1.0,1,0
lloyd,1.0,0.25,1.0,1.0,1,0
micah,1.0,0.25,1.0,1.0,1,0
typewriter,1.0,1.0,1.0,1.0,1,1
arctic,0.5,0.07142857142857142,0.5,1.0,1,0
sensation,0.5,0.041666666666666664,0.5,1.0,1,0
oppa,1.0,1.0,1.0,1.0,1,1
sheilds,1.0,1.0,1.0,1.0,1,1
inboxx,1.0,1.0,1.0,1.0,1,1
heel,1.0,0.125,1.0,1.0,1,0
damone,1.0,1.0,1.0,1.0,1,1
office,1.0,0.05263157894736842,1.0,1.0,1,0
stevenson,0.5,0.16666666666666666,0.5,1.0,1,0
jerome,0.5,0.14285714285714285,0.5,1.0,1,0
judia,1.0,1.0,1.0,1.0,1,1
dv,1.0,1.0,1.0,1.0,1,1
sagna,1.0,1.0,1.0,1.0,1,1
modest,1.0,0.09090909090909091,1.0,1.0,1,0
monitoring,1.0,0.3333333333333333,1.0,1.0,1,0
tuition,1.0,0.25,1.0,1.0,1,0
swine,1.0,1.0,1.0,1.0,1,1
priced,1.0,0.5,1.0,1.0,1,0
teller,0.5,0.125,0.5,1.0,1,0
davon,0.5,1.0,0.5,1.0,1,1
saber,1.0,0.3333333333333333,1.0,1.0,1,0
watering,1.0,0.16666666666666666,1.0,1.0,1,0
elroy,1.0,1.0,1.0,1.0,1,1
color,1.0,0.041666666666666664,1.0,1.0,1,0
sixk,1.0,1.0,1.0,1.0,1,1
collections,1.0,0.09090909090909091,1.0,1.0,1,0
dpt,1.0,1.0,1.0,1.0,1,1
boi,1.0,1.0,1.0,1.0,1,1
bali,1.0,0.5,1.0,1.0,1,0
hugged,1.0,0.2,1.0,1.0,1,0
york,1.0,0.3333333333333333,1.0,1.0,1,0
