,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
ter,1.0,1.0,1.0,1.0,1,1
pode,1.0,1.0,1.0,1.0,1,1
awn,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
thais,0.3333333333333333,0.2,0.3333333333333333,1.0,1,0
chamar,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
bonita,1.0,1.0,1.0,1.0,1,1
prints,1.0,0.16666666666666666,1.0,1.0,1,0
user,1.0,0.25,1.0,1.0,1,0
amizade,1.0,1.0,1.0,1.0,1,1
negotiable,1.0,0.16666666666666666,1.0,1.0,1,0
tellement,1.0,1.0,1.0,1.0,1,1
yesung,1.0,1.0,1.0,1.0,1,1
prof,1.0,0.5,1.0,1.0,1,0
pato,1.0,1.0,1.0,1.0,1,1
redbone,1.0,1.0,1.0,1.0,1,1
rihanna,1.0,1.0,1.0,1.0,1,1
galaxy,1.0,0.14285714285714285,1.0,1.0,1,0
sharon,1.0,1.0,1.0,1.0,1,1
tatyana,1.0,1.0,1.0,1.0,1,1
amante,1.0,1.0,1.0,1.0,1,1
reactivated,0.5,0.5,0.5,1.0,1,0
instragram,0.5,1.0,0.5,1.0,1,1
ludwin,1.0,1.0,1.0,1.0,1,1
newsfeed,1.0,1.0,1.0,1.0,1,1
chuva,1.0,1.0,1.0,1.0,1,1
marina,1.0,1.0,1.0,1.0,1,1
computer,1.0,0.1,1.0,1.0,1,0
getting,1.0,0.013888888888888888,1.0,1.0,1,0
isinya,1.0,1.0,1.0,1.0,1,1
yb,1.0,0.1,1.0,1.0,1,0
cravin,1.0,1.0,1.0,1.0,1,1
gretel,1.0,1.0,1.0,1.0,1,1
booooa,0.5,1.0,0.5,1.0,1,1
brincadeira,0.5,1.0,0.5,1.0,1,1
#fb,1.0,1.0,1.0,1.0,1,1
apple,1.0,0.3333333333333333,1.0,1.0,1,0
des,1.0,0.08333333333333333,1.0,1.0,1,0
dvd,1.0,0.25,1.0,1.0,1,0
dolce,1.0,1.0,1.0,1.0,1,1
festa,1.0,1.0,1.0,1.0,1,1
batik,1.0,1.0,1.0,1.0,1,1
fustrated,1.0,1.0,1.0,1.0,1,1
jai,1.0,1.0,1.0,1.0,1,1
alice,0.5,1.0,0.5,1.0,1,1
spencer,0.5,0.3333333333333333,0.5,1.0,1,0
hablas,1.0,1.0,1.0,1.0,1,1
shaved,1.0,0.16666666666666666,1.0,1.0,1,0
rouge,1.0,0.3333333333333333,1.0,1.0,1,0
roshes,1.0,1.0,1.0,1.0,1,1
affended,1.0,1.0,1.0,1.0,1,1
idris,1.0,1.0,1.0,1.0,1,1
ruggish,1.0,1.0,1.0,1.0,1,1
case,1.0,0.03125,1.0,1.0,1,0
pranked,1.0,0.5,1.0,1.0,1,0
llamar,1.0,1.0,1.0,1.0,1,1
intouch,1.0,1.0,1.0,1.0,1,1
stevens,1.0,0.14285714285714285,1.0,1.0,1,0
semesta,1.0,1.0,1.0,1.0,1,1
auntie,1.0,0.3333333333333333,1.0,1.0,1,0
potassium,0.5,0.3333333333333333,0.5,1.0,1,0
shitload,0.5,1.0,0.5,1.0,1,1
monica,1.0,1.0,1.0,1.0,1,1
bond,1.0,0.038461538461538464,1.0,1.0,1,0
tones,1.0,0.03333333333333333,1.0,1.0,1,0
gs,1.0,0.038461538461538464,1.0,1.0,1,0
