,precision_wn,recall_wn,precision_cn,recall_cn
black,0.09523809523809523,0.04878048780487805,0.42857142857142855,0.025139664804469275
slim,0.047619047619047616,0.1,0.047619047619047616,0.023809523809523808
dark,0.14285714285714285,0.09090909090909091,0.23809523809523808,0.022321428571428572
red,0.047619047619047616,0.04,0.47619047619047616,0.02967359050445104
yellow,0.047619047619047616,0.07142857142857142,0.3333333333333333,0.029045643153526972
white,0.047619047619047616,0.02857142857142857,0.42857142857142855,0.024128686327077747
light,0.047619047619047616,0.01639344262295082,0.38095238095238093,0.009019165727170236
shades,0.047619047619047616,0.045454545454545456,0.047619047619047616,0.125
flower,0.047619047619047616,0.125,0.14285714285714285,0.005366726296958855
grey,0.09523809523809523,0.10526315789473684,0.14285714285714285,0.03296703296703297
and,0.05555555555555555,1.0,0.1111111111111111,0.019801980198019802
that,0.05555555555555555,1.0,0.16666666666666666,0.06
the,0.05555555555555555,1.0,0.16666666666666666,0.05263157894736842
with,0.05555555555555555,1.0,0.16666666666666666,0.038461538461538464
is,0.05555555555555555,0.07692307692307693,0.1111111111111111,0.03278688524590164
this,0.05555555555555555,1.0,0.16666666666666666,0.07142857142857142
by,0.05555555555555555,0.25,0.1111111111111111,0.038461538461538464
him,0.05555555555555555,1.0,0.1111111111111111,0.08333333333333333
he,0.05555555555555555,0.25,0.1111111111111111,0.04
one,0.05555555555555555,0.058823529411764705,0.05555555555555555,0.004405286343612335
my,0.05555555555555555,1.0,0.05555555555555555,0.02564102564102564
of,0.05555555555555555,1.0,0.1111111111111111,0.02531645569620253
made,0.05555555555555555,0.014705882352941176,0.05555555555555555,0.008771929824561403
without,0.05555555555555555,1.0,0.05555555555555555,0.018518518518518517
was,0.05555555555555555,0.0625,0.1111111111111111,0.07142857142857142
has,0.05555555555555555,0.03333333333333333,0.05555555555555555,0.005
making,0.05555555555555555,0.014084507042253521,0.05555555555555555,0.005917159763313609
from,0.05555555555555555,1.0,0.16666666666666666,0.05
boulevard,0.3333333333333333,0.5,0.3333333333333333,0.125
uptown,0.3333333333333333,1.0,0.3333333333333333,0.1111111111111111
hotel,0.3333333333333333,1.0,0.3333333333333333,0.010638297872340425
younger,0.1111111111111111,0.1,0.1111111111111111,0.047619047619047616
pregnant,0.1111111111111111,0.25,0.1111111111111111,0.012345679012345678
divorce,0.1111111111111111,0.14285714285714285,0.2222222222222222,0.038461538461538464
teenager,0.1111111111111111,0.25,0.1111111111111111,0.02857142857142857
shorter,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.0196078431372549
engaged,0.1111111111111111,0.03571428571428571,0.2222222222222222,0.06666666666666667
divorced,0.2222222222222222,0.2857142857142857,0.2222222222222222,0.13333333333333333
older,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.05555555555555555
married,0.1111111111111111,0.08333333333333333,0.2222222222222222,0.028169014084507043
note,0.25,0.03571428571428571,0.25,0.002849002849002849
chances,0.5,0.1111111111111111,0.5,0.5
lance,0.25,0.14285714285714285,0.25,0.011764705882352941
chance,0.25,0.05555555555555555,0.5,0.019801980198019802
sensation,0.5,0.041666666666666664,0.5,0.006944444444444444
buzz,0.5,0.14285714285714285,0.5,0.017543859649122806
bought,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.08695652173913043
sold,0.14285714285714285,0.2,0.2857142857142857,0.045454545454545456
dates,0.14285714285714285,0.09090909090909091,0.14285714285714285,0.16666666666666666
million,0.14285714285714285,0.1111111111111111,0.14285714285714285,0.013888888888888888
purchased,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.1111111111111111
tickets,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.25
arrived,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.3333333333333333
vous,0.3333333333333333,1.0,0.3333333333333333,1.0
voulez,0.3333333333333333,1.0,0.3333333333333333,1.0
etes,0.3333333333333333,1.0,0.3333333333333333,1.0
new,0.15384615384615385,0.18181818181818182,0.15384615384615385,0.00980392156862745
post,0.07692307692307693,0.041666666666666664,0.15384615384615385,0.006779661016949152
latest,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385
book,0.07692307692307693,0.04,0.38461538461538464,0.01016260162601626
page,0.07692307692307693,0.125,0.23076923076923078,0.012396694214876033
novel,0.15384615384615385,0.5,0.3076923076923077,0.037037037037037035
news,0.07692307692307693,0.14285714285714285,0.38461538461538464,0.01953125
project,0.07692307692307693,0.038461538461538464,0.07692307692307693,0.006329113924050633
daily,0.07692307692307693,0.14285714285714285,0.15384615384615385,0.03636363636363636
guide,0.07692307692307693,0.043478260869565216,0.15384615384615385,0.013888888888888888
review,0.07692307692307693,0.043478260869565216,0.07692307692307693,0.010638297872340425
check,0.07692307692307693,0.013513513513513514,0.07692307692307693,0.0078125
copy,0.07692307692307693,0.14285714285714285,0.23076923076923078,0.01507537688442211
contents,1.0,0.08333333333333333,1.0,0.023255813953488372
disconnected,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.03125
unavailable,0.3333333333333333,1.0,0.3333333333333333,0.047619047619047616
grounded,0.3333333333333333,0.1,0.3333333333333333,0.043478260869565216
frames,0.5,0.02857142857142857,0.5,0.14285714285714285
canvases,0.5,0.09090909090909091,0.5,0.3333333333333333
hotels,0.5,0.5,0.5,0.125
luxury,0.5,0.16666666666666666,0.5,0.017857142857142856
rut,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.04
hepatitis,0.16666666666666666,1.0,0.16666666666666666,0.041666666666666664
kidney,0.16666666666666666,1.0,0.16666666666666666,0.005025125628140704
tumor,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.005813953488372093
malaria,0.16666666666666666,1.0,0.16666666666666666,0.014925373134328358
tuberculosis,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.013333333333333334
inquiries,0.5,0.14285714285714285,0.5,0.5
inquire,0.5,0.2,0.5,0.034482758620689655
switched,0.125,0.0625,0.125,0.16666666666666666
opened,0.125,0.125,0.125,0.16666666666666666
checked,0.125,0.018867924528301886,0.125,0.07692307692307693
replaced,0.125,0.1,0.125,0.125
fixed,0.125,0.02702702702702703,0.125,0.010869565217391304
changed,0.125,0.07692307692307693,0.125,0.1111111111111111
cracked,0.125,0.02857142857142857,0.125,0.07692307692307693
recently,0.125,0.2,0.125,0.0625
picture,0.0625,0.02631578947368421,0.0625,0.0035971223021582736
named,0.125,0.1,0.125,0.15384615384615385
called,0.125,0.07407407407407407,0.125,0.25
person,0.0625,0.16666666666666666,0.4375,0.012477718360071301
name,0.0625,0.043478260869565216,0.375,0.013303769401330377
friend,0.0625,0.1,0.25,0.021505376344086023
lover,0.0625,0.25,0.125,0.02247191011235955
stranger,0.0625,0.16666666666666666,0.1875,0.05357142857142857
likes,0.0625,0.14285714285714285,0.0625,0.2
kid,0.0625,0.045454545454545456,0.1875,0.0410958904109589
chick,0.0625,0.14285714285714285,0.375,0.039473684210526314
blind,0.0625,0.16666666666666666,0.1875,0.025423728813559324
woman,0.0625,0.125,0.25,0.006024096385542169
guy,0.0625,0.0625,0.125,0.02
famous,0.0625,0.125,0.125,0.01834862385321101
girl,0.0625,0.09090909090909091,0.375,0.025
design,0.09090909090909091,0.0625,0.6363636363636364,0.02348993288590604
quality,0.09090909090909091,0.08333333333333333,0.2727272727272727,0.005008347245409015
designer,0.09090909090909091,0.08333333333333333,0.2727272727272727,0.0967741935483871
models,0.18181818181818182,0.08,0.18181818181818182,0.2857142857142857
shop,0.09090909090909091,0.05,0.09090909090909091,0.004975124378109453
fashion,0.09090909090909091,0.16666666666666666,0.5454545454545454,0.03333333333333333
brand,0.09090909090909091,0.05555555555555555,0.2727272727272727,0.02727272727272727
label,0.09090909090909091,0.16666666666666666,0.18181818181818182,0.024691358024691357
clothing,0.09090909090909091,0.047619047619047616,0.2727272727272727,0.0076726342710997444
concept,0.09090909090909091,0.3333333333333333,0.18181818181818182,0.014084507042253521
model,0.09090909090909091,0.04,0.2727272727272727,0.015384615384615385
scrawled,0.125,0.3333333333333333,0.125,0.14285714285714285
circled,0.125,0.25,0.125,0.125
circulated,0.125,0.058823529411764705,0.125,0.16666666666666666
underlined,0.125,0.2,0.125,0.3333333333333333
scanned,0.125,0.14285714285714285,0.125,0.14285714285714285
stemmed,0.125,0.14285714285714285,0.125,0.3333333333333333
crudely,0.125,0.3333333333333333,0.125,0.5
fused,0.125,0.0625,0.125,0.018867924528301886
film,0.08333333333333333,0.0625,0.16666666666666666,0.006535947712418301
hero,0.08333333333333333,0.047619047619047616,0.08333333333333333,0.01020408163265306
beast,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.01282051282051282
top,0.08333333333333333,0.029411764705882353,0.08333333333333333,0.004081632653061225
magic,0.08333333333333333,0.06666666666666667,0.08333333333333333,0.006060606060606061
star,0.08333333333333333,0.041666666666666664,0.25,0.008955223880597015
clip,0.08333333333333333,0.05,0.16666666666666666,0.02127659574468085
fox,0.08333333333333333,0.05,0.08333333333333333,0.006896551724137931
sons,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.125
clips,0.16666666666666666,0.09523809523809523,0.08333333333333333,1.0
stars,0.16666666666666666,0.09523809523809523,0.16666666666666666,0.06451612903225806
series,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.003875968992248062
zoo,1.0,0.3333333333333333,1.0,0.017543859649122806
tremble,0.25,0.3333333333333333,0.25,0.02702702702702703
fragile,0.25,0.14285714285714285,0.25,0.02857142857142857
insolent,0.25,0.09090909090909091,0.25,0.02857142857142857
fatigue,0.25,0.0625,0.25,0.014084507042253521
mum,0.058823529411764705,0.07142857142857142,0.17647058823529413,0.1111111111111111
rip,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.015384615384615385
cousin,0.058823529411764705,0.25,0.35294117647058826,0.12244897959183673
mother,0.11764705882352941,0.18181818181818182,0.5882352941176471,0.042735042735042736
niece,0.058823529411764705,1.0,0.23529411764705882,0.21052631578947367
birth,0.058823529411764705,0.08333333333333333,0.11764705882352941,0.011627906976744186
uncle,0.058823529411764705,1.0,0.4117647058823529,0.1320754716981132
sister,0.058823529411764705,0.2,0.35294117647058826,0.06451612903225806
wife,0.058823529411764705,0.5,0.23529411764705882,0.027210884353741496
father,0.11764705882352941,0.09523809523809523,0.4117647058823529,0.03867403314917127
daughter,0.058823529411764705,0.5,0.5294117647058824,0.06521739130434782
aunt,0.058823529411764705,0.3333333333333333,0.29411764705882354,0.1724137931034483
brother,0.058823529411764705,0.1111111111111111,0.35294117647058826,0.06521739130434782
grandmother,0.058823529411764705,0.14285714285714285,0.11764705882352941,0.03636363636363636
husband,0.058823529411764705,0.16666666666666666,0.35294117647058826,0.04838709677419355
family,0.058823529411764705,0.05,0.5882352941176471,0.00946073793755913
doctor,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.003676470588235294
filtering,0.5,0.09090909090909091,0.5,0.14285714285714285
roaming,0.5,0.07692307692307693,0.5,0.125
frees,0.06666666666666667,0.045454545454545456,0.06666666666666667,0.5
revived,0.06666666666666667,0.07142857142857142,0.06666666666666667,0.25
maimed,0.13333333333333333,0.5,0.06666666666666667,0.2
declared,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.1111111111111111
recovered,0.13333333333333333,0.16666666666666666,0.06666666666666667,0.3333333333333333
bathed,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.5
undergoing,0.06666666666666667,0.5,0.06666666666666667,0.3333333333333333
exercised,0.06666666666666667,0.1111111111111111,0.06666666666666667,0.3333333333333333
discharged,0.06666666666666667,0.037037037037037035,0.06666666666666667,0.125
mutilated,0.13333333333333333,0.2857142857142857,0.06666666666666667,0.14285714285714285
fled,0.06666666666666667,0.25,0.06666666666666667,0.5
resurrected,0.06666666666666667,0.14285714285714285,0.06666666666666667,0.5
indefinitely,0.06666666666666667,1.0,0.06666666666666667,0.058823529411764705
healed,0.13333333333333333,0.2857142857142857,0.06666666666666667,0.3333333333333333
freed,0.06666666666666667,0.047619047619047616,0.06666666666666667,0.1111111111111111
couple,0.3333333333333333,0.045454545454545456,0.3333333333333333,0.011764705882352941
