cluster	precision	recall
0	0.125	1.0
1	0.14285714285714282	1.0
2	0.017543859649122806	1.0
3	0.3333333333333333	1.0
4	0.1111111111111111	1.0
5	0.16666666666666666	1.0
6	0.1	1.0
7	0.125	1.0
8	0.0136986301369863	1.0
9	0.3333333333333333	1.0
10	0.5	1.0
11	0.2	1.0
12	0.5	1.0
13	0.3333333333333333	1.0
14	0.058823529411764705	1.0
15	0.5	1.0
16	0.041666666666666664	1.0
17	0.14285714285714282	1.0
18	0.16666666666666666	1.0
19	0.1	1.0
20	0.014705882352941175	1.0
21	0.1	1.0
22	0.0010504201680672268	1.0
23	0.16666666666666666	1.0
24	0.1	1.0
25	0.021739130434782605	1.0
26	0.14285714285714282	1.0
27	0.25	1.0
28	0.0625	1.0
29	0.5	1.0
30	0.3333333333333333	1.0
31	0.1	1.0
32	0.1111111111111111	1.0
33	0.14285714285714282	1.0
34	0.1111111111111111	1.0
35	0.3333333333333333	1.0
36	0.0769230769230769	1.0
37	0.029411764705882353	1.0
38	0.14285714285714282	1.0
39	0.2	1.0
40	0.5	1.0
41	0.2	1.0
42	0.3333333333333333	1.0
43	0.04761904761904763	1.0
44	0.016949152542372878	1.0
45	0.014705882352941175	1.0
46	0.25	1.0
47	0.01724137931034483	1.0
48	0.015873015873015865	1.0
49	0.2	1.0
50	0.05555555555555555	1.0
51	0.0625	1.0
52	0.09090909090909091	1.0
53	0.2	1.0
54	0.03125	1.0
55	0.25	1.0
56	0.5	1.0
57	0.1111111111111111	1.0
58	0.011494252873563216	1.0
59	0.1	1.0
60	0.3333333333333333	1.0
61	0.027777777777777776	1.0
62	0.058823529411764705	1.0
63	0.5	1.0
64	0.09090909090909091	1.0
65	0.05000000000000001	1.0
66	0.2	1.0
67	0.2	1.0
68	0.02564102564102564	1.0
69	0.3333333333333333	1.0
70	0.2	1.0
71	0.25	1.0
72	0.3333333333333333	1.0
73	0.1	1.0
74	0.3333333333333333	1.0
75	0.14285714285714282	1.0
76	0.024390243902439025	1.0
77	0.3333333333333333	1.0
78	0.041666666666666664	1.0
79	0.3333333333333333	1.0
80	0.011627906976744186	1.0
81	0.041666666666666664	1.0
82	0.09090909090909091	1.0
83	0.3333333333333333	1.0
84	0.125	1.0
85	0.25	1.0
86	0.25	1.0
87	0.1111111111111111	1.0
88	0.009708737864077667	1.0
89	0.16666666666666666	1.0
90	0.16666666666666666	1.0
91	0.2	1.0
92	0.2	1.0
93	0.3333333333333333	1.0
94	0.03333333333333333	1.0
95	0.5	1.0
96	0.1	1.0
97	0.08333333333333333	1.0
98	0.020833333333333332	1.0
99	0.1111111111111111	1.0
100	0.04545454545454544	1.0
101	0.2	1.0
102	0.14285714285714282	1.0
103	0.14285714285714282	1.0
104	0.2	1.0
105	0.3333333333333333	1.0
106	0.25	1.0
107	0.5	1.0
108	0.017543859649122806	1.0
109	0.1	1.0
110	0.25	1.0
111	0.16666666666666666	1.0
112	0.14285714285714282	1.0
113	0.3333333333333333	1.0
114	0.5	1.0
115	0.04761904761904763	1.0
116	0.5	1.0
117	0.25	1.0
118	0.3333333333333333	1.0
119	0.5	1.0
120	0.04545454545454544	1.0
121	0.1	1.0
122	0.3333333333333333	1.0
123	0.14285714285714282	1.0
124	0.3333333333333333	1.0
125	0.1111111111111111	1.0
126	0.2	1.0
127	0.3333333333333333	1.0
128	0.16666666666666666	1.0
129	0.2	1.0
130	0.3333333333333333	1.0
131	0.16666666666666666	1.0
132	0.3333333333333333	1.0
133	0.3333333333333333	1.0
134	0.5	1.0
135	0.030303030303030304	1.0
136	0.3333333333333333	1.0
137	0.14285714285714282	1.0
138	0.3333333333333333	1.0
139	0.02	1.0
140	0.5	1.0
141	0.3333333333333333	1.0
142	0.25	1.0
143	0.5	1.0
144	0.2	1.0
145	0.5	1.0
146	0.5	1.0
147	0.08333333333333333	1.0
148	0.14285714285714282	1.0
149	0.009433962264150943	1.0
150	0.25	1.0
151	0.25	1.0
152	0.2	1.0
153	0.03703703703703703	1.0
154	0.06666666666666667	1.0
155	0.01818181818181818	1.0
156	0.2	1.0
157	0.25	1.0
158	0.3333333333333333	1.0
159	0.09090909090909091	1.0
160	0.125	1.0
161	0.14285714285714282	1.0
162	0.16666666666666666	1.0
163	0.05000000000000001	1.0
164	0.02040816326530612	1.0
165	0.5	1.0
166	0.1	1.0
167	0.024390243902439025	1.0
168	0.5	1.0
169	0.05555555555555555	1.0
170	0.3333333333333333	1.0
171	0.14285714285714282	1.0
172	0.1111111111111111	1.0
173	0.14285714285714282	1.0
174	0.2	1.0
175	0.14285714285714282	1.0
176	0.5	1.0
177	0.05555555555555555	1.0
178	0.5	1.0
179	0.5	1.0
180	0.03448275862068965	1.0
181	0.25	1.0
182	0.14285714285714282	1.0
183	0.5	1.0
184	0.2	1.0
185	0.14285714285714282	1.0
186	0.2	1.0
187	0.08333333333333333	1.0
188	0.16666666666666666	1.0
189	0.2	1.0
190	0.3333333333333333	1.0
191	0.0769230769230769	1.0
192	0.1	1.0
193	0.2	1.0
194	0.08333333333333333	1.0
195	0.16666666666666666	1.0
196	0.04347826086956521	1.0
197	0.16666666666666666	1.0
198	0.14285714285714282	1.0
199	0.012195121951219511	1.0
200	0.058823529411764705	1.0
201	0.25	1.0
202	0.125	1.0
203	0.2	1.0
204	0.125	1.0
205	0.5	1.0
206	0.5	1.0
207	0.1111111111111111	1.0
208	0.5	1.0
209	0.5	1.0
210	0.026315789473684206	1.0
211	0.3333333333333333	1.0
212	0.3333333333333333	1.0
213	0.1111111111111111	1.0
214	0.03333333333333333	1.0
215	0.5	1.0
216	0.1	1.0
217	0.5	1.0
218	0.3333333333333333	1.0
219	0.125	1.0
220	0.1111111111111111	1.0
221	0.1	1.0
222	0.0769230769230769	1.0
223	0.1111111111111111	1.0
224	0.0625	1.0
225	0.16666666666666666	1.0
226	0.2	1.0
227	0.2	1.0
228	0.07142857142857141	1.0
229	0.5	1.0
230	0.05555555555555555	1.0
231	0.14285714285714282	1.0
232	0.5	1.0
233	1.0	1.0
234	0.5	1.0
235	0.1111111111111111	1.0
236	0.2	1.0
237	0.14285714285714282	1.0
238	0.3333333333333333	1.0
239	0.2	1.0
240	0.25	1.0
241	0.0769230769230769	1.0
242	0.25	1.0
243	0.14285714285714282	1.0
244	0.3333333333333333	1.0
245	0.2	1.0
246	1.0	1.0
247	0.5	1.0
248	0.5	1.0
249	0.16666666666666666	1.0
250	0.5	1.0
251	0.3333333333333333	1.0
252	0.2	1.0
253	0.3333333333333333	1.0
254	0.3333333333333333	1.0
255	0.25	1.0
256	0.5	1.0
257	0.5	1.0
258	0.09090909090909091	1.0
259	0.16666666666666666	1.0
260	0.2	1.0
261	0.3333333333333333	1.0
262	0.16666666666666666	1.0
263	0.25	1.0
264	0.16666666666666666	1.0
265	0.25	1.0
266	0.08333333333333333	1.0
267	0.16666666666666666	1.0
268	0.2	1.0
269	0.3333333333333333	1.0
270	0.5	1.0
271	0.5	1.0
272	0.07142857142857141	1.0
273	0.2	1.0
274	0.25	1.0
275	0.125	1.0
276	0.25	1.0
277	0.0625	1.0
278	0.25	1.0
279	0.16666666666666666	1.0
280	0.2	1.0
281	0.25	1.0
282	0.3333333333333333	1.0
283	0.5	1.0
284	0.16666666666666666	1.0
285	0.125	1.0
286	0.3333333333333333	1.0
287	0.07142857142857141	1.0
288	0.08333333333333333	1.0
289	0.25	1.0
290	0.2	1.0
291	0.14285714285714282	1.0
292	0.16666666666666666	1.0
293	0.3333333333333333	1.0
294	0.125	1.0
295	0.5	1.0
296	0.1111111111111111	1.0
297	0.5	1.0
298	0.3333333333333333	1.0
299	0.5	1.0
300	0.2	1.0
301	0.3333333333333333	1.0
302	0.3333333333333333	1.0
303	0.25	1.0
304	0.25	1.0
305	0.023809523809523808	1.0
306	0.02857142857142857	1.0
307	0.5	1.0
308	0.2	1.0
309	0.2	1.0
310	0.125	1.0
311	0.2	1.0
312	0.16666666666666666	1.0
313	0.3333333333333333	1.0
314	0.2	1.0
315	0.5	1.0
316	0.2	1.0
317	0.5	1.0
318	0.2	1.0
319	0.2	1.0
320	0.25	1.0
321	0.16666666666666666	1.0
