cluster	precision	recall
0	0.0769230769230769	0.30929903429903427
1	0.11111111111111113	0.1416005291005291
2	0.1	0.1773336685101391
3	0.08333333333333334	0.2353151898606444
4	0.1	0.22768281101614432
5	0.3333333333333333	0.2976190476190476
6	0.0769230769230769	0.18646003828972366
7	0.1	0.2528969583131672
8	0.1111111111111111	0.325
9	0.25	0.32916666666666666
10	0.125	0.17010969103360407
11	0.0625	0.1967433608058608
12	0.09090909090909091	0.23969187675070028
13	0.16666666666666666	0.31134259259259256
14	0.09090909090909091	0.1494268077601411
15	0.14285714285714282	0.13269537480063798
16	0.05263157894736841	0.2770733652312599
17	0.07692307692307691	0.15367965367965367
18	0.09090909090909091	0.2616402116402117
19	0.125	0.20068067897015263
20	0.07692307692307691	0.2580978260869565
21	0.1111111111111111	0.20498236331569664
22	0.09090909090909091	0.2650738150738151
23	0.07692307692307691	0.3383297258297258
24	0.1	0.13856686162537227
25	0.14285714285714282	0.10478093289878188
26	0.1	0.3314814814814815
27	0.125	0.13115079365079363
28	0.07692307692307691	0.20322420634920635
29	0.11111111111111113	0.12154195011337869
30	0.1	0.17887192056309703
31	0.125	0.2598685628097393
32	0.1111111111111111	0.3061921296296296
33	0.14285714285714285	0.11214285714285714
34	0.16666666666666666	0.11449968876439465
35	0.07142857142857141	0.3275012822426616
36	0.09090909090909091	0.41623499956833293
37	0.07142857142857141	0.1742274819197896
38	0.1111111111111111	0.22374429223744294
39	0.1	0.16589795008912656
40	0.11111111111111113	0.16819727891156463
41	0.1111111111111111	0.5259469696969696
42	0.05882352941176471	0.24425990675990675
43	0.09090909090909091	0.3613487087625019
44	0.09090909090909091	0.27827046160337887
45	0.06666666666666667	0.15700127126255714
46	0.125	0.25571314650262017
47	0.08333333333333333	0.18246882553284993
48	0.058823529411764705	0.12581662026298704
49	0.08333333333333333	0.1357933732933733
50	0.0625	0.22999299719887958
51	0.1	0.1859989030577266
52	0.125	0.44444444444444436
53	0.08333333333333334	0.1469022644022644
54	0.07692307692307691	0.3680735930735931
55	0.125	0.20074855699855698
56	0.14285714285714282	0.3097222222222222
57	0.14285714285714282	0.15136800334168754
58	0.08333333333333334	0.29583333333333334
59	0.058823529411764705	0.2007117718882425
60	0.125	0.2824404761904762
61	0.14285714285714282	0.2515873015873016
62	0.11111111111111113	0.3461657390228819
63	0.1111111111111111	0.24085097001763664
64	0.125	0.3005668934240363
65	0.09090909090909091	0.2417921584588251
66	0.1	0.24436026936026936
67	0.1111111111111111	0.25419799498746865
68	0.14285714285714282	0.2928318135764944
69	0.06666666666666667	0.20707666838665287
70	0.14285714285714282	0.26137525717357646
71	0.14285714285714282	0.21822390572390568
72	0.125	0.1758852258852259
73	0.09090909090909091	0.1432864932002863
74	0.08333333333333334	0.27791156212208845
75	0.1	0.2486331569664903
76	0.08333333333333333	0.1493104056003672
77	0.09090909090909091	0.40725751366120216
78	0.0769230769230769	0.11577358644636568
79	0.1	0.18721741221741223
80	0.14285714285714282	0.2814213564213564
81	0.05882352941176471	0.19170560090064734
82	0.1	0.1936904761904762
83	0.05263157894736841	0.21580465014288544
84	0.2	0.20833333333333331
85	0.14285714285714282	0.24444444444444444
86	0.1	0.2631874298540965
87	0.0625	0.22705790660336114
88	0.16666666666666666	0.16606837606837604
89	0.1	0.22310606060606059
90	0.1111111111111111	0.19070189070189067
91	0.09090909090909091	0.2532741746010112
92	0.09090909090909091	0.12825814536340852
93	0.14285714285714282	0.3231650554958826
94	0.09090909090909091	0.13808379120879122
95	0.09090909090909091	0.20921568627450976
96	0.125	0.40156250000000004
97	0.07692307692307691	0.1463022529585997
98	0.125	0.12871766137840007
99	0.16666666666666666	0.3666666666666667
100	0.14285714285714282	0.15847338935574232
101	0.1	0.3021374458874459
102	0.0625	0.2201995129156473
103	0.1111111111111111	0.26008522727272726
104	0.09090909090909091	0.25638856093401546
105	0.11111111111111112	0.18552631578947368
106	0.125	0.22545163170163168
107	0.07692307692307691	0.2266314439366121
108	0.09090909090909091	0.2019132301390366
109	0.09090909090909091	0.36458333333333337
110	0.1	0.3480639730639731
111	0.1111111111111111	0.25619529947606573
112	0.1	0.2993386243386243
113	0.125	0.1406249333589235
114	0.06666666666666667	0.2120060625464761
115	0.125	0.15106209150326796
116	0.1	0.2492017879948914
117	0.09090909090909091	0.19678571428571429
118	0.09090909090909091	0.32456349206349205
119	0.125	0.30694444444444446
120	0.06666666666666667	0.28094787157287154
121	0.0769230769230769	0.29823802603154836
122	0.2	0.11208791208791209
123	0.1	0.14001867413632121
124	0.08333333333333334	0.2820518662623926
125	0.14285714285714282	0.16224936503682147
126	0.08333333333333333	0.1463179936006023
127	0.07142857142857141	0.10678855077453103
128	0.125	0.19374999999999998
129	0.09090909090909091	0.2253815884458697
130	0.11111111111111113	0.4213821892393321
131	0.3333333333333333	0.375
132	0.125	0.07447356135436631
133	0.08333333333333334	0.12097753409824348
134	0.07692307692307691	0.2754093567251462
135	0.09999999999999999	0.10235449074734791
136	0.08333333333333334	0.14698474431094752
137	0.08333333333333333	0.28099581339712915
138	0.125	0.09177878303818152
139	0.1	0.24464285714285713
140	0.25	0.17559523809523808
141	0.1111111111111111	0.12580694159641528
142	0.1111111111111111	0.21099290780141844
143	0.1111111111111111	0.26774691358024694
144	0.09090909090909091	0.1997694945746894
145	0.08333333333333333	0.16729581207842079
146	0.0625	0.27635327635327633
147	0.125	0.3209796739208504
148	0.05263157894736842	0.2687432359307359
149	0.1111111111111111	0.3333333333333333
150	0.1	0.1415958255580897
151	0.1111111111111111	0.20968393205235308
152	0.125	0.22609395109395108
153	0.0625	0.24969405594405597
154	0.08333333333333334	0.23736225895316804
155	0.08333333333333333	0.19686506304153362
156	0.09090909090909091	0.21408333333333332
157	0.08333333333333334	0.1742398124751066
158	0.14285714285714282	0.3362794612794613
159	0.25	0.18410145888594162
160	0.11111111111111113	0.20143057222889155
161	0.07692307692307691	0.2556662087912088
162	0.125	0.13407544836116264
163	0.1	0.1693204365079365
164	0.16666666666666666	0.16409774436090224
165	0.125	0.1365079365079365
166	0.09090909090909091	0.30289256198347103
167	0.1	0.257514245014245
168	0.25	0.08973214285714284
169	0.125	0.29129464285714285
170	0.1	0.31414450164450164
171	0.06666666666666667	0.3146164021164021
172	0.07692307692307691	0.23655303030303027
173	0.09090909090909091	0.22640434561391337
174	0.19444444444444442	0.17948898927159795
175	0.1	0.3131251978474201
176	0.07692307692307691	0.27104653996101363
177	0.1111111111111111	0.1875488583821917
178	0.11111111111111113	0.2261738261738262
179	0.1	0.1125225468975469
180	0.07692307692307691	0.13859258547419226
181	0.25	0.06043956043956044
182	0.2	0.187683465959328
183	0.09090909090909091	0.23496963639392424
184	0.1	0.14923300931052866
185	0.16326530612244894	0.17560785079582072
186	0.14285714285714282	0.23538961038961037
187	0.11111111111111113	0.26198067526035335
188	0.08333333333333333	0.23298611111111112
189	0.14285714285714282	0.2569444444444444
190	0.25	0.06075268817204301
191	0.16666666666666666	0.09777777777777777
192	0.125	0.3017361111111111
193	0.09027777777777778	0.2548296167721887
194	0.08333333333333334	0.2409246234725774
195	0.07692307692307691	0.24601835221516072
196	0.1	0.13078120136943663
197	0.16666666666666666	0.12226134585289512
198	0.09090909090909091	0.37716450216450215
199	0.1	0.13833335439026495
200	0.06666666666666667	0.21169312169312168
201	0.09090909090909091	0.23152958152958153
202	0.125	0.2707991242474001
203	0.1	0.34477124183006536
204	0.14285714285714282	0.14984327064158998
205	0.09090909090909091	0.20135243841126194
206	0.16666666666666666	0.1907936507936508
207	0.0769230769230769	0.20576688268995963
208	0.125	0.1650910364145658
209	0.1111111111111111	0.4547619047619047
210	0.09090909090909091	0.16562612288896872
211	0.07142857142857141	0.19532134532134535
212	0.09090909090909091	0.24755691839025168
213	0.1111111111111111	0.20736732403399072
214	0.07142857142857141	0.14303299483565138
215	0.07142857142857141	0.1858914510379145
216	0.07692307692307691	0.20864197530864195
217	0.14285714285714285	0.32051282051282054
218	0.11111111111111113	0.15633898121582848
219	0.2	0.2496031746031746
220	0.125	0.3904761904761905
221	0.05263157894736841	0.15230569338429553
222	0.0769230769230769	0.27082525317819434
223	0.125	0.29563492063492064
224	0.09090909090909091	0.2334332334332334
225	0.1111111111111111	0.23063446969696969
226	0.1111111111111111	0.2382440476190476
227	0.09090909090909091	0.1688433257918552
228	0.1111111111111111	0.27076719576719577
229	0.09090909090909091	0.21067460317460318
230	0.09090909090909091	0.3321699134199134
231	0.1111111111111111	0.2789148351648352
232	0.07142857142857141	0.29001030447026904
233	0.09090909090909091	0.15398623564258238
234	0.08333333333333334	0.21131975867269986
235	0.05882352941176471	0.2914786967418546
236	0.16666666666666666	0.13035714285714284
237	0.08333333333333334	0.1419070382974126
238	0.08333333333333334	0.19396214896214897
239	0.08333333333333334	0.2699614337568058
240	0.14285714285714285	0.325
241	0.14285714285714282	0.28917748917748914
242	0.06666666666666667	0.17582097232832528
243	0.08333333333333333	0.301549943747991
244	0.07692307692307691	0.1287710395664941
245	0.1	0.21834795321637424
246	0.09090909090909091	0.27266806722689074
247	0.1111111111111111	0.16987011150614093
248	0.09090909090909091	0.1227156216988753
249	0.1	0.18954348121014786
250	0.09090909090909091	0.15872134038800706
251	0.05882352941176471	0.11887350236987919
252	0.08333333333333333	0.2857946950710109
253	0.125	0.29657738095238095
254	0.1111111111111111	0.16942616959064327
255	0.16666666666666666	0.27519841269841266
256	0.16666666666666666	0.15760683760683764
257	0.14285714285714285	0.2961904761904762
258	0.09090909090909091	0.14538113695090438
259	0.125	0.1905119942713928
260	0.1	0.2284096459096459
261	0.1	0.3791666666666666
262	0.07692307692307691	0.19847425301970753
263	0.09090909090909091	0.25936868686868686
264	0.07142857142857141	0.2002521183912162
265	0.0625	0.2677875758087062
266	0.0625	0.2446408529741863
267	0.1111111111111111	0.28525332691999356
268	0.08333333333333333	0.20177073974243787
269	0.2	0.17095238095238094
270	0.14285714285714282	0.09488943464709827
271	0.055555555555555566	0.23918581418581417
272	0.1234567901234568	0.44686609686609685
273	0.14285714285714282	0.2500967866821525
274	0.08333333333333334	0.13915671870217325
275	0.125	0.19610938578329884
276	0.07142857142857141	0.3228404411602792
277	0.1	0.35428571428571426
278	0.09090909090909091	0.1865995376967164
279	0.0625	0.2759802887923051
280	0.06666666666666667	0.3074519230769231
281	0.125	0.21463046757164403
282	0.09090909090909091	0.2646433276868059
283	0.125	0.21901241679467487
284	0.08333333333333334	0.351984126984127
285	0.11111111111111113	0.1398351648351648
286	0.1	0.2961309523809524
287	0.08333333333333333	0.19235602360602358
288	0.0625	0.24430459586709585
289	0.07692307692307691	0.27350214917616883
290	0.1	0.2671146953405018
291	0.058823529411764705	0.2821681010262325
