cluster	precision	recall
0	0.125	0.3616071428571428
1	0.14285714285714282	0.6
2	0.017543859649122806	0.2780289155289155
3	0.3333333333333333	0.5277777777777778
4	0.1111111111111111	0.45105820105820105
5	0.16666666666666666	0.19074074074074077
6	0.1	0.5240740740740741
7	0.125	0.20787313928761297
8	0.01707637455432539	0.20205297023197763
9	0.3333333333333333	0.5
10	0.5	0.41666666666666663
11	0.2	0.22499999999999998
12	0.5	0.75
13	0.5555555555555555	0.7142857142857143
14	0.07958477508650519	0.22313647681294738
15	0.5	0.53125
16	0.041666666666666664	0.23103818046800498
17	0.14285714285714282	0.3718253968253969
18	0.16666666666666666	0.5333333333333334
19	0.11000000000000001	0.07637085545404732
20	0.018382352941176468	0.18108000487654524
21	0.12000000000000002	0.2048041752933057
22	0.003520520836320877	0.2951551053398307
23	0.16666666666666666	0.1613095238095238
24	0.12000000000000002	0.3559523809523809
25	0.026465028355387533	0.1525887194752286
26	0.14285714285714282	0.5185142238713667
27	0.25	0.6145833333333333
28	0.0625	0.13462885154061624
29	0.5	0.75
30	0.3333333333333333	0.5277777777777778
31	0.1	0.24833333333333335
32	0.1234567901234568	0.29556930936241277
33	0.14285714285714282	0.22108843537414966
34	0.1388888888888889	0.09001888634241575
35	0.3333333333333333	0.5833333333333334
36	0.10059171597633135	0.20691700314462463
37	0.04584775086505189	0.2170729100314094
38	0.14285714285714282	0.11098484848484848
39	0.2	0.2533333333333333
40	0.5	0.19607843137254902
41	0.2	0.31
42	0.3333333333333333	0.12761904761904763
43	0.05442176870748299	0.1843556110170226
44	0.02212008043665613	0.3540768630518777
45	0.01976102941176471	0.2611778453413336
46	0.25	0.1909722222222222
47	0.022592152199762187	0.205402884575443
48	0.019400352733686062	0.29021921310018467
49	0.2	0.1373352299668089
50	0.06481481481481483	0.3100419373970099
51	0.0625	0.2180952380952381
52	0.09090909090909091	0.4177489177489178
53	0.2	0.3501754385964912
54	0.0322265625	0.2753392714741399
55	0.25	0.19821428571428573
56	0.5	0.19642857142857142
57	0.1111111111111111	0.28126102292768956
58	0.012022724270048888	0.26294294700018306
59	0.1	0.12428711484593838
60	0.3333333333333333	0.06944444444444445
61	0.029320987654320983	0.2517816756466182
62	0.07266435986159168	0.23335308482367306
63	0.5	0.12179487179487179
64	0.09090909090909091	0.15843301435406698
65	0.06500000000000002	0.17855822273516772
66	0.2	0.2785714285714286
67	0.2	0.11714285714285713
68	0.026955950032873106	0.24307063827524183
69	0.3333333333333333	0.611111111111111
70	0.24000000000000005	0.28919413919413917
71	0.25	0.13482142857142856
72	0.3333333333333333	0.1865079365079365
73	0.1	0.16892857142857143
74	0.3333333333333333	0.15873015873015872
75	0.18367346938775508	0.19278694278694278
76	0.03450327186198691	0.2538079990058311
77	0.3333333333333333	0.14305555555555557
78	0.05381944444444444	0.2097836014957324
79	0.3333333333333333	0.375
80	0.012844780962682533	0.14084030027024677
81	0.05555555555555555	0.17450803612810195
82	0.09090909090909091	0.32718489240228377
83	0.4444444444444444	0.1849607182940516
84	0.15625	0.1876969537815126
85	0.25	0.22718253968253968
86	0.25	0.17141678885630499
87	0.1111111111111111	0.11238280887403694
88	0.01008577622773117	0.12695111725938862
89	0.16666666666666666	0.0474901451982473
90	0.25	0.47196969696969693
91	0.24	0.17363858363858364
92	0.2	0.24000000000000005
93	0.3333333333333333	0.5833333333333334
94	0.03555555555555556	0.2203287574998101
95	0.5	1.0
96	0.11000000000000001	0.40499999999999997
97	0.08333333333333333	0.20251114626114627
98	0.024739583333333332	0.3393549125166772
99	0.1111111111111111	0.10406627323293989
100	0.04545454545454544	0.11563446111833207
101	0.2	0.3030980392156863
102	0.18367346938775508	0.22469911041339613
103	0.14285714285714282	0.15646258503401358
104	0.24	0.10862155388471177
105	0.3333333333333333	0.3
106	0.25	0.2976190476190476
107	0.5	0.3214285714285714
108	0.021303258145363407	0.09839896156899368
109	0.1	0.07980947256951561
110	0.25	0.4358974358974359
111	0.16666666666666666	0.41154970760233917
112	0.14285714285714282	0.18895073180787464
113	0.3333333333333333	0.2119155354449472
114	0.5	0.6666666666666666
115	0.04761904761904763	0.15797793476364905
116	0.5	0.3333333333333333
117	0.375	0.2861111111111111
118	0.3333333333333333	0.5833333333333334
119	0.5	0.5555555555555556
120	0.05371900826446279	0.29814354924072795
121	0.11000000000000001	0.2209476765065
122	0.3333333333333333	0.45
123	0.14285714285714282	0.3324829931972789
124	0.3333333333333333	0.46527777777777773
125	0.1234567901234568	0.3056036556036556
126	0.2	0.35
127	0.3333333333333333	0.1369047619047619
128	0.16666666666666666	0.2396825396825397
129	0.2	0.15909774436090224
130	0.3333333333333333	0.24074074074074073
131	0.16666666666666666	0.4305555555555555
132	0.3333333333333333	0.10014430014430015
133	0.3333333333333333	0.27037037037037037
134	0.5	0.10989010989010989
135	0.030303030303030304	0.32162701154796014
136	0.3333333333333333	0.2333333333333333
137	0.14285714285714282	0.1742063492063492
138	0.3333333333333333	0.05135387488328665
139	0.022000000000000002	0.2589173232702472
140	0.5	1.0
141	0.3333333333333333	0.21428571428571427
142	0.25	0.05286441499676793
143	0.5	0.09401709401709402
144	0.2	0.2864285714285714
145	0.5	0.5
146	0.5	0.375
147	0.08333333333333333	0.19891825926308684
148	0.14285714285714282	0.1150278293135436
149	0.012726949092203631	0.2558121192846423
150	0.25	0.2518939393939394
151	0.25	0.3732142857142857
152	0.2	0.10151515151515152
153	0.05486968449931413	0.2249675497814975
154	0.07555555555555556	0.33347883597883593
155	0.029752066115702476	0.23382664607378076
156	0.2	0.24432900432900434
157	0.25	0.15875350140056022
158	0.3333333333333333	0.45555555555555555
159	0.10743801652892562	0.16533588282600142
160	0.125	0.23973214285714284
161	0.18367346938775508	0.25902283990519287
162	0.19444444444444442	0.16420940170940168
163	0.06000000000000001	0.2099392274392274
164	0.02040816326530612	0.16574474097123892
165	0.5	0.375
166	0.11000000000000001	0.25885642135642134
167	0.029744199881023205	0.2529002348231293
168	0.75	0.060833333333333336
169	0.05555555555555555	0.20541361325675048
170	0.3333333333333333	0.10546642899584076
171	0.14285714285714282	0.4095238095238095
172	0.1111111111111111	0.1258187225507487
173	0.16326530612244894	0.1858044733044733
174	0.2	0.19666666666666666
175	0.14285714285714282	0.29455782312925166
176	0.5	0.19999999999999998
177	0.05555555555555555	0.098101496015779
178	0.5	0.6
179	0.5	0.41666666666666663
180	0.036860879904875146	0.24574201153815758
181	0.25	0.1329365079365079
182	0.14285714285714282	0.2214119214119214
183	0.5	0.41666666666666663
184	0.2	0.23333333333333334
185	0.14285714285714282	0.16924603174603176
186	0.2	0.07818181818181817
187	0.08333333333333333	0.23257275132275135
188	0.16666666666666666	0.2538888888888889
189	0.24	0.19818181818181818
190	0.3333333333333333	0.4166666666666667
191	0.08875739644970414	0.19380868000777504
192	0.13000000000000003	0.2531425518925519
193	0.2	0.19818181818181818
194	0.08333333333333333	0.2465969215969216
195	0.16666666666666666	0.15681818181818183
196	0.04347826086956521	0.23067632850241546
197	0.16666666666666666	0.2916666666666667
198	0.14285714285714282	0.21497060362606582
199	0.01650803093396788	0.17698237887961943
200	0.058823529411764705	0.5201268742791234
201	0.25	0.11298076923076923
202	0.125	0.23892472658920028
203	0.2	0.3352380952380952
204	0.140625	0.36696428571428574
205	0.5	0.6666666666666666
206	0.5	0.20833333333333331
207	0.1111111111111111	0.5782186948853616
208	0.5	0.5
209	0.5	0.15625
210	0.02908587257617729	0.3510426707795129
211	0.3333333333333333	0.24206349206349206
212	0.3333333333333333	0.23397435897435895
213	0.1111111111111111	0.2806878306878307
214	0.03333333333333333	0.34044402965455595
215	0.5	0.375
216	0.1	0.3436111111111111
217	0.5	0.625
218	0.3333333333333333	0.05634920634920635
219	0.140625	0.09968009246378073
220	0.1234567901234568	0.08880311533820305
221	0.12000000000000002	0.11444444444444443
222	0.10650887573964497	0.23542831437568282
223	0.1111111111111111	0.17175925925925928
224	0.0703125	0.1659682765151515
225	0.16666666666666666	0.2218152218152218
226	0.2	0.24538461538461537
227	0.2	0.09735366083192168
228	0.07142857142857141	0.30069063589471756
229	0.5	0.10267857142857142
230	0.05864197530864198	0.17541999743367132
231	0.14285714285714282	0.23452380952380955
232	0.5	0.3125
233	1.0	0.1
234	0.5	0.09415584415584416
235	0.1111111111111111	0.2606481481481482
236	0.2	0.39555555555555555
237	0.14285714285714282	0.1516233766233766
238	0.3333333333333333	0.06349206349206349
