vocab	precision	recall
dealer	0.06666666666666667	0.2
meadows	0.03389830508474576	0.6666666666666666
sherry	0.1	1.0
tiredly	0.02702702702702703	0.5
clutch	0.09090909090909091	0.0625
glowed	0.017543859649122806	0.16666666666666666
manners	0.020833333333333332	0.14285714285714285
smoking	0.2857142857142857	0.6666666666666666
enlarge	0.5	0.09090909090909091
bishop	0.25	1.0
sure	0.004201680672268907	0.4
six	0.03125	0.06666666666666667
placed	0.029411764705882353	0.03333333333333333
formerly	0.3333333333333333	0.2
camp	0.014705882352941176	0.0625
continually	0.2	1.0
embarrassed	0.0021008403361344537	0.15384615384615385
well-made	0.030303030303030304	1.0
shaving	0.17647058823529413	0.3333333333333333
objects	0.15	0.5
pencil	0.037037037037037035	1.0
inspection	0.0136986301369863	0.5
concluded	0.4	0.18181818181818182
awareness	0.045454545454545456	0.16666666666666666
really	0.004201680672268907	0.5
lane	0.043478260869565216	1.0
fabric	0.045454545454545456	0.2
develop	0.014705882352941176	0.043478260869565216
as	0.1111111111111111	0.045454545454545456
trivial	1.0	0.09090909090909091
marquees	0.0625	0.25
rosebuds	1.0	0.5
crack	0.047619047619047616	0.02702702702702703
eyes	0.024390243902439025	0.2222222222222222
herding	0.058823529411764705	0.3333333333333333
rolling	0.04878048780487805	0.0625
desperation	0.020833333333333332	0.5
donated	0.045454545454545456	0.5
nymph	0.14285714285714285	0.5
blooded	0.5	0.25
advantage	0.029411764705882353	0.6666666666666666
order	0.005252100840336135	0.11904761904761904
shy	0.03125	0.25
glare	0.2	0.14285714285714285
excitement	0.024390243902439025	0.1
bored	0.0010504201680672268	0.16666666666666666
commanded	0.1111111111111111	0.14285714285714285
cross	0.012195121951219513	0.022222222222222223
throbbing	0.05	0.125
veterans	0.045454545454545456	0.09090909090909091
wishing	0.005252100840336135	0.7142857142857143
customary	0.1111111111111111	0.25
represented	0.009708737864077669	0.045454545454545456
plastic	0.01639344262295082	0.1111111111111111
shelves	0.09090909090909091	0.07692307692307693
expressions	0.25	0.11764705882352941
again	0.0010504201680672268	0.25
gleamed	0.5	0.14285714285714285
entry	0.029411764705882353	0.0625
sign	0.1111111111111111	0.08
metal	0.014705882352941176	0.25
twice	0.009708737864077669	0.3333333333333333
milk	0.009433962264150943	0.3333333333333333
observe	0.3333333333333333	0.05
cream	0.009433962264150943	0.08333333333333333
sculpture	0.02	0.25
rattled	0.02040816326530612	0.2
ends	0.043478260869565216	0.05263157894736842
live	0.014705882352941176	0.043478260869565216
best	0.011554621848739496	0.22916666666666666
bothers	0.14285714285714285	0.03333333333333333
on	0.0021008403361344537	1.0
emit	0.25	0.125
catch	0.004201680672268907	0.10810810810810811
sleep	0.0021008403361344537	0.18181818181818182
handy	0.3333333333333333	0.2
beating	0.125	0.019230769230769232
supper	0.009433962264150943	1.0
came	0.0063025210084033615	0.2857142857142857
gambling	0.25	0.09090909090909091
went	0.015756302521008403	0.25862068965517243
incensed	0.5	0.1111111111111111
primaries	1.0	0.14285714285714285
education	0.0136986301369863	0.09090909090909091
haggard	0.5	0.06666666666666667
maid	0.14285714285714285	0.2
wrinkled	0.07142857142857142	0.07142857142857142
rigid	0.14285714285714285	0.14285714285714285
expression	0.125	0.0625
opens	0.05555555555555555	0.07692307692307693
disorganized	0.027777777777777776	0.25
illness	0.024390243902439025	0.25
substantial	0.1	0.1
braids	0.058823529411764705	0.1111111111111111
animals	0.0010504201680672268	0.14285714285714285
awakened	0.2222222222222222	0.2222222222222222
cooing	0.0625	0.5
retired	0.045454545454545456	0.047619047619047616
physics	0.019230769230769232	0.14285714285714285
specific	0.09090909090909091	1.0
annoyance	0.024390243902439025	0.08333333333333333
simulate	0.14285714285714285	0.14285714285714285
administrators	0.5	0.25
perplexed	0.027777777777777776	0.05555555555555555
chortling	0.043478260869565216	0.25
blotted	0.017543859649122806	0.2
rained	0.011627906976744186	0.3333333333333333
edge	0.01639344262295082	0.08333333333333333
clean	0.024390243902439025	0.037037037037037035
prospect	0.3333333333333333	0.08333333333333333
refilled	0.3333333333333333	0.25
slower	0.1	0.06666666666666667
iron	0.014705882352941176	0.125
passed	0.009708737864077669	0.01282051282051282
hawked	0.02040816326530612	0.125
absorbed	0.2	0.04
eat	0.009433962264150943	0.08333333333333333
running	0.01050420168067227	0.16666666666666666
clippings	0.14285714285714285	0.1
clucks	0.125	0.4
additional	0.0136986301369863	0.5
munching	0.07142857142857142	0.3333333333333333
cleat	1.0	1.0
gently	0.08108108108108109	0.75
dear	0.004201680672268907	0.2222222222222222
