,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
pq,1.0,1.0,1.0,1.0,1,1
tudo,0.5,1.0,0.5,1.0,1,1
nao,0.5,1.0,0.5,1.0,1,1
page,1.0,0.125,1.0,1.0,1,0
chyna,1.0,1.0,1.0,1.0,1,1
frizzy,1.0,0.2,1.0,1.0,1,0
abdul,0.5,1.0,0.5,1.0,1,1
hakim,0.5,0.5,0.5,1.0,1,0
voc,1.0,1.0,1.0,1.0,1,1
iphones,1.0,1.0,1.0,1.0,1,1
lama,1.0,0.3333333333333333,1.0,1.0,1,0
menor,1.0,1.0,1.0,1.0,1,1
melekat,1.0,1.0,1.0,1.0,1,1
rappy,1.0,1.0,1.0,1.0,1,1
's,1.0,1.0,1.0,1.0,1,1
besos,1.0,1.0,1.0,1.0,1,1
consigo,1.0,1.0,1.0,1.0,1,1
harassed,1.0,0.0625,1.0,1.0,1,0
google,1.0,0.5,1.0,1.0,1,0
relaxers,1.0,0.5,1.0,1.0,1,0
paris,1.0,0.16666666666666666,1.0,1.0,1,0
por,0.5,1.0,0.5,1.0,1,1
reina,0.5,1.0,0.5,1.0,1,1
cedric,1.0,1.0,1.0,1.0,1,1
anna,1.0,1.0,1.0,1.0,1,1
garfield,1.0,0.16666666666666666,1.0,1.0,1,0
litros,1.0,1.0,1.0,1.0,1,1
allegedly,1.0,1.0,1.0,1.0,1,1
deleting,1.0,0.16666666666666666,1.0,1.0,1,0
armaun,1.0,1.0,1.0,1.0,1,1
mio,1.0,1.0,1.0,1.0,1,1
desde,1.0,1.0,1.0,1.0,1,1
takde,1.0,1.0,1.0,1.0,1,1
kg,1.0,0.3333333333333333,1.0,1.0,1,0
bri,1.0,1.0,1.0,1.0,1,1
oriental,1.0,0.3333333333333333,1.0,1.0,1,0
macbook,1.0,1.0,1.0,1.0,1,1
mannequin,1.0,0.14285714285714285,1.0,1.0,1,0
perf,1.0,1.0,1.0,1.0,1,1
grave,1.0,0.05555555555555555,1.0,1.0,1,0
bizzy,1.0,1.0,1.0,1.0,1,1
matted,1.0,0.07692307692307693,1.0,1.0,1,0
messagee,1.0,1.0,1.0,1.0,1,1
doses,1.0,0.03225806451612903,1.0,1.0,1,0
lockscreen,1.0,1.0,1.0,1.0,1,1
received,1.0,0.06666666666666667,1.0,1.0,1,0
parody,1.0,0.09090909090909091,1.0,1.0,1,0
hellas,1.0,1.0,1.0,1.0,1,1
million,1.0,0.1111111111111111,1.0,1.0,1,0
rachel,1.0,0.5,1.0,1.0,1,0
shops,1.0,0.047619047619047616,1.0,1.0,1,0
indico,1.0,1.0,1.0,1.0,1,1
toby,1.0,0.3333333333333333,1.0,1.0,1,0
moriah,1.0,1.0,1.0,1.0,1,1
discharging,1.0,0.043478260869565216,1.0,1.0,1,0
hunry,0.5,1.0,0.5,1.0,1,1
hugry,0.5,1.0,0.5,1.0,1,1
winky,1.0,1.0,1.0,1.0,1,1
chubby,1.0,0.3333333333333333,1.0,1.0,1,0
waar,1.0,1.0,1.0,1.0,1,1
lourdes,1.0,1.0,1.0,1.0,1,1
scrolls,1.0,0.1111111111111111,1.0,1.0,1,0
sonia,1.0,1.0,1.0,1.0,1,1
seventeen,1.0,0.25,1.0,1.0,1,0
white,1.0,0.02857142857142857,1.0,1.0,1,0
wizkid,1.0,1.0,1.0,1.0,1,1
nakie,1.0,1.0,1.0,1.0,1,1
beautiful,1.0,1.0,1.0,1.0,1,1
dumbledore,1.0,1.0,1.0,1.0,1,1
used,1.0,0.06666666666666667,1.0,1.0,1,0
sends,1.0,0.05,1.0,1.0,1,0
dmm,1.0,1.0,1.0,1.0,1,1
shelled,1.0,0.1111111111111111,1.0,1.0,1,0
husky,1.0,0.125,1.0,1.0,1,0
spicy,1.0,0.07692307692307693,1.0,1.0,1,0
squarepants,1.0,1.0,1.0,1.0,1,1
izzy,1.0,1.0,1.0,1.0,1,1
avery,1.0,1.0,1.0,1.0,1,1
asdfghjkl,1.0,1.0,1.0,1.0,1,1
cuzin,1.0,1.0,1.0,1.0,1,1
jesus,1.0,0.09090909090909091,1.0,1.0,1,0
newsy,1.0,0.3333333333333333,1.0,1.0,1,0
hunger,1.0,0.125,1.0,1.0,1,0
prison,1.0,0.5,1.0,1.0,1,0
beefin,0.5,1.0,0.5,1.0,1,1
tweakin,0.5,1.0,0.5,1.0,1,1
lucie,1.0,1.0,1.0,1.0,1,1
fares,1.0,0.125,1.0,1.0,1,0
gwen,1.0,1.0,1.0,1.0,1,1
amazon,1.0,0.25,1.0,1.0,1,0
misha,1.0,1.0,1.0,1.0,1,1
highh,1.0,1.0,1.0,1.0,1,1
unavailable,1.0,1.0,1.0,1.0,1,1
bonnet,1.0,0.2,1.0,1.0,1,0
irene,1.0,1.0,1.0,1.0,1,1
irra,1.0,1.0,1.0,1.0,1,1
