,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
me,1.0,0.25,1.0,1.0,1,0
amando,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
tiver,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
mesmo,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
hacked,1.0,0.14285714285714285,1.0,1.0,1,0
ai,1.0,0.14285714285714285,1.0,1.0,1,0
diz,0.5,1.0,0.5,1.0,1,1
mae,0.5,1.0,0.5,1.0,1,1
ir,0.5,0.16666666666666666,0.5,1.0,1,0
dormir,0.5,1.0,0.5,1.0,1,1
unlimted,1.0,1.0,1.0,1.0,1,1
guapo,1.0,1.0,1.0,1.0,1,1
selena,1.0,1.0,1.0,1.0,1,1
smileys,1.0,0.5,1.0,1.0,1,0
angela,1.0,1.0,1.0,1.0,1,1
novela,1.0,1.0,1.0,1.0,1,1
decreased,1.0,0.14285714285714285,1.0,1.0,1,0
recive,1.0,1.0,1.0,1.0,1,1
bts,1.0,1.0,1.0,1.0,1,1
boreed,1.0,0.25,1.0,1.0,1,0
spaced,1.0,0.3333333333333333,1.0,1.0,1,0
haughton,1.0,1.0,1.0,1.0,1,1
aggrivated,1.0,1.0,1.0,1.0,1,1
kelly,1.0,0.1111111111111111,1.0,1.0,1,0
kfc,1.0,1.0,1.0,1.0,1,1
pandora,1.0,0.5,1.0,1.0,1,0
sunny,1.0,0.3333333333333333,1.0,1.0,1,0
trix,1.0,1.0,1.0,1.0,1,1
shrek,0.5,1.0,0.5,1.0,1,1
potter,0.5,0.07692307692307693,0.5,1.0,1,0
crispy,1.0,0.5,1.0,1.0,1,0
moesha,1.0,1.0,1.0,1.0,1,1
intuned,1.0,1.0,1.0,1.0,1,1
woon,1.0,1.0,1.0,1.0,1,1
bulger,1.0,1.0,1.0,1.0,1,1
citations,1.0,0.09090909090909091,1.0,1.0,1,0
nudes,1.0,0.16666666666666666,1.0,1.0,1,0
f.,1.0,1.0,1.0,1.0,1,1
cest,1.0,0.2,1.0,1.0,1,0
croquettes,1.0,0.5,1.0,1.0,1,0
pasted,0.5,0.25,0.5,1.0,1,0
logged,0.5,0.3333333333333333,0.5,1.0,1,0
veut,1.0,1.0,1.0,1.0,1,1
addicted,1.0,0.3333333333333333,1.0,1.0,1,0
qs,1.0,0.3333333333333333,1.0,1.0,1,0
chirpin,1.0,1.0,1.0,1.0,1,1
dying,1.0,0.03125,1.0,1.0,1,0
liza,1.0,0.5,1.0,1.0,1,0
phonebook,1.0,0.25,1.0,1.0,1,0
carded,1.0,0.3333333333333333,1.0,1.0,1,0
jennica,1.0,1.0,1.0,1.0,1,1
