,precision_wn,recall_wn,precision_cn,recall_cn,missing_from_cn,missing_from_wn
filme,1.0,1.0,1.0,1.0,1,1
besta,1.0,1.0,1.0,1.0,1,1
deu,0.5,1.0,0.5,1.0,1,1
sua,0.5,1.0,0.5,1.0,1,1
mt,1.0,0.08333333333333333,1.0,1.0,1,0
jantar,1.0,1.0,1.0,1.0,1,1
envoie,1.0,1.0,1.0,1.0,1,1
nabi,1.0,1.0,1.0,1.0,1,1
msgs,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1,0
indirect,0.3333333333333333,0.5,0.3333333333333333,1.0,1,0
messages,0.3333333333333333,0.2,0.3333333333333333,1.0,1,0
pequenas,1.0,1.0,1.0,1.0,1,1
processed,1.0,0.08333333333333333,1.0,1.0,1,0
dias,1.0,0.14285714285714285,1.0,1.0,1,0
statuses,1.0,0.25,1.0,1.0,1,0
veneno,1.0,1.0,1.0,1.0,1,1
yongguk,1.0,1.0,1.0,1.0,1,1
maejor,1.0,1.0,1.0,1.0,1,1
bakey,1.0,1.0,1.0,1.0,1,1
louis,1.0,0.25,1.0,1.0,1,0
altas,1.0,1.0,1.0,1.0,1,1
mlk,1.0,1.0,1.0,1.0,1,1
twittter,1.0,1.0,1.0,1.0,1,1
atau,0.5,1.0,0.5,1.0,1,1
akan,0.5,0.5,0.5,1.0,1,0
irrated,0.5,1.0,0.5,1.0,1,1
slepy,0.5,1.0,0.5,1.0,1,1
soulchild,1.0,1.0,1.0,1.0,1,1
hepatitis,1.0,1.0,1.0,1.0,1,1
pimples,1.0,0.25,1.0,1.0,1,0
stalkear,1.0,1.0,1.0,1.0,1,1
migas,1.0,1.0,1.0,1.0,1,1
joey,1.0,1.0,1.0,1.0,1,1
di,1.0,1.0,1.0,1.0,1,1
ranging,1.0,0.037037037037037035,1.0,1.0,1,0
cutee,1.0,1.0,1.0,1.0,1,1
messaged,1.0,0.5,1.0,1.0,1,0
bv,1.0,1.0,1.0,1.0,1,1
dupri,1.0,1.0,1.0,1.0,1,1
alle,1.0,1.0,1.0,1.0,1,1
feeds,1.0,0.07692307692307693,1.0,1.0,1,0
fishburne,1.0,1.0,1.0,1.0,1,1
sale,1.0,0.25,1.0,1.0,1,0
ando,1.0,1.0,1.0,1.0,1,1
templates,0.5,0.25,0.5,1.0,1,0
inquiries,0.5,0.14285714285714285,0.5,1.0,1,0
alyssa,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
aisha,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
imani,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
shares,1.0,0.06666666666666667,1.0,1.0,1,0
was,1.0,0.0625,1.0,1.0,1,0
subtracted,1.0,0.25,1.0,1.0,1,0
prepaid,1.0,0.3333333333333333,1.0,1.0,1,0
pervy,1.0,1.0,1.0,1.0,1,1
hamburger,1.0,0.25,1.0,1.0,1,0
dor,1.0,1.0,1.0,1.0,1,1
wiley,1.0,1.0,1.0,1.0,1,1
ebone,1.0,1.0,1.0,1.0,1,1
era,0.5,0.2,0.5,1.0,1,0
ti,0.5,0.14285714285714285,0.5,1.0,1,0
viewed,1.0,0.1,1.0,1.0,1,0
shaye,1.0,1.0,1.0,1.0,1,1
mulus,1.0,1.0,1.0,1.0,1,1
cheryl,1.0,1.0,1.0,1.0,1,1
ummi,1.0,1.0,1.0,1.0,1,1
lily,0.5,1.0,0.5,1.0,1,1
marisa,0.5,1.0,0.5,1.0,1,1
shaded,1.0,0.2,1.0,1.0,1,0
prince,0.5,1.0,0.5,1.0,1,1
royal,0.5,0.16666666666666666,0.5,1.0,1,0
oud,1.0,1.0,1.0,1.0,1,1
playstore,1.0,1.0,1.0,1.0,1,1
rashes,1.0,0.16666666666666666,1.0,1.0,1,0
ramsey,1.0,1.0,1.0,1.0,1,1
sonya,1.0,1.0,1.0,1.0,1,1
kanye,1.0,1.0,1.0,1.0,1,1
sasuke,1.0,1.0,1.0,1.0,1,1
flack,1.0,0.08333333333333333,1.0,1.0,1,0
ingin,1.0,1.0,1.0,1.0,1,1
sky,1.0,0.25,1.0,1.0,1,0
corps,0.5,0.25,0.5,1.0,1,0
chauffeur,0.5,0.5,0.5,1.0,1,0
silicone,1.0,0.5,1.0,1.0,1,0
cupcake,1.0,1.0,1.0,1.0,1,1
lene,1.0,1.0,1.0,1.0,1,1
'm,1.0,1.0,1.0,1.0,1,1
creeped,1.0,0.1,1.0,1.0,1,0
camara,1.0,1.0,1.0,1.0,1,1
rote,1.0,0.5,1.0,1.0,1,0
restaurant,1.0,0.25,1.0,1.0,1,0
lm,1.0,0.5,1.0,1.0,1,0
er,0.5,0.16666666666666666,0.5,1.0,1,0
vast,0.5,0.25,0.5,1.0,1,0
hime,1.0,1.0,1.0,1.0,1,1
hotwings,1.0,1.0,1.0,1.0,1,1
sales,1.0,0.14285714285714285,1.0,1.0,1,0
henderson,1.0,1.0,1.0,1.0,1,1
texte,1.0,1.0,1.0,1.0,1,1
llega,1.0,1.0,1.0,1.0,1,1
roro,1.0,1.0,1.0,1.0,1,1
price,1.0,0.1111111111111111,1.0,1.0,1,0
academia,1.0,0.5,1.0,1.0,1,0
peanut,0.5,0.1111111111111111,0.5,1.0,1,0
cookie,0.5,0.3333333333333333,0.5,1.0,1,0
dyin,1.0,1.0,1.0,1.0,1,1
juggs,1.0,1.0,1.0,1.0,1,1
jabria,1.0,1.0,1.0,1.0,1,1
blaque,1.0,1.0,1.0,1.0,1,1
kahlil,1.0,1.0,1.0,1.0,1,1
feedn,1.0,1.0,1.0,1.0,1,1
piranhas,1.0,0.14285714285714285,1.0,1.0,1,0
bodysuit,1.0,1.0,1.0,1.0,1,1
quisha,1.0,1.0,1.0,1.0,1,1
miro,1.0,0.16666666666666666,1.0,1.0,1,0
mario,1.0,1.0,1.0,1.0,1,1
pubs,1.0,0.14285714285714285,1.0,1.0,1,0
dupree,1.0,1.0,1.0,1.0,1,1
frnds,1.0,1.0,1.0,1.0,1,1
girls,1.0,0.08333333333333333,1.0,1.0,1,0
cheba,1.0,1.0,1.0,1.0,1,1
money,1.0,1.0,1.0,1.0,1,1
chz,0.5,1.0,0.5,1.0,1,1
naan,0.5,0.5,0.5,1.0,1,0
carisma,1.0,1.0,1.0,1.0,1,1
completo,0.5,1.0,0.5,1.0,1,1
epico,0.5,1.0,0.5,1.0,1,1
shiddy,1.0,1.0,1.0,1.0,1,1
moly,1.0,1.0,1.0,1.0,1,1
juju,1.0,0.2,1.0,1.0,1,0
mins,1.0,0.1,1.0,1.0,1,0
krillin,0.5,1.0,0.5,1.0,1,1
daffy,0.5,1.0,0.5,1.0,1,1
recommended,1.0,0.2,1.0,1.0,1,0
rate,1.0,0.1111111111111111,1.0,1.0,1,0
south,0.5,0.08333333333333333,0.5,1.0,1,0
area,0.5,0.1,0.5,1.0,1,0
tienes,1.0,1.0,1.0,1.0,1,1
oliver,0.5,0.25,0.5,1.0,1,0
timothy,0.5,0.25,0.5,1.0,1,0
rasputia,1.0,1.0,1.0,1.0,1,1
group,1.0,0.16666666666666666,1.0,1.0,1,0
bordeaux,1.0,0.3333333333333333,1.0,1.0,1,0
andriod,1.0,1.0,1.0,1.0,1,1
stretchers,1.0,0.2,1.0,1.0,1,0
terrance,1.0,1.0,1.0,1.0,1,1
serious,1.0,0.1111111111111111,1.0,1.0,1,0
jelous,1.0,1.0,1.0,1.0,1,1
stepson,1.0,1.0,1.0,1.0,1,1
messege,1.0,1.0,1.0,1.0,1,1
fadded,1.0,1.0,1.0,1.0,1,1
assistance,1.0,0.25,1.0,1.0,1,0
grandson,1.0,1.0,1.0,1.0,1,1
neef,1.0,1.0,1.0,1.0,1,1
johns,1.0,0.043478260869565216,1.0,1.0,1,0
leo,1.0,0.25,1.0,1.0,1,0
changin,0.5,1.0,0.5,1.0,1,1
tweetin,0.5,1.0,0.5,1.0,1,1
kum,1.0,1.0,1.0,1.0,1,1
shawna,0.5,1.0,0.5,1.0,1,1
kailyn,0.5,1.0,0.5,1.0,1,1
kiarra,1.0,1.0,1.0,1.0,1,1
ng,0.5,0.5,0.5,1.0,1,0
nagiging,0.5,1.0,0.5,1.0,1,1
tyonna,1.0,1.0,1.0,1.0,1,1
brug,1.0,1.0,1.0,1.0,1,1
guests,1.0,0.125,1.0,1.0,1,0
killingg,1.0,1.0,1.0,1.0,1,1
chilllen,1.0,1.0,1.0,1.0,1,1
dire,1.0,0.07692307692307693,1.0,1.0,1,0
siswa,0.5,1.0,0.5,1.0,1,1
wakil,0.5,1.0,0.5,1.0,1,1
teachings,1.0,0.08333333333333333,1.0,1.0,1,0
skimmed,1.0,0.07692307692307693,1.0,1.0,1,0
adult,1.0,0.14285714285714285,1.0,1.0,1,0
spongbob,1.0,1.0,1.0,1.0,1,1
biscuit,1.0,0.3333333333333333,1.0,1.0,1,0
caller,1.0,0.16666666666666666,1.0,1.0,1,0
housee,0.5,1.0,0.5,1.0,1,1
homee,0.5,1.0,0.5,1.0,1,1
binky,1.0,1.0,1.0,1.0,1,1
kare,1.0,1.0,1.0,1.0,1,1
amors,0.5,0.3333333333333333,0.5,1.0,1,0
amoooooor,0.5,1.0,0.5,1.0,1,1
saii,1.0,1.0,1.0,1.0,1,1
oxycodone,1.0,1.0,1.0,1.0,1,1
kirsten,1.0,1.0,1.0,1.0,1,1
triflen,1.0,1.0,1.0,1.0,1,1
existed,1.0,0.16666666666666666,1.0,1.0,1,0
redbull,1.0,1.0,1.0,1.0,1,1
eatinq,0.5,1.0,0.5,1.0,1,1
sayinq,0.5,1.0,0.5,1.0,1,1
stayed,1.0,0.05263157894736842,1.0,1.0,1,0
kkr,1.0,1.0,1.0,1.0,1,1
photographer,1.0,0.5,1.0,1.0,1,0
pups,1.0,0.25,1.0,1.0,1,0
violent,1.0,0.125,1.0,1.0,1,0
carlton,1.0,1.0,1.0,1.0,1,1
linens,1.0,0.3333333333333333,1.0,1.0,1,0
pedophile,1.0,0.5,1.0,1.0,1,0
"""",0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
hehe,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
sorry,0.3333333333333333,0.041666666666666664,0.3333333333333333,1.0,1,0
countdown,1.0,1.0,1.0,1.0,1,1
novels,1.0,0.5,1.0,1.0,1,0
mommmy,1.0,1.0,1.0,1.0,1,1
naji,0.3333333333333333,1.0,0.3333333333333333,1.0,1,1
